id,scene,question,answer,evidence,qa_type
11,40、INT. ROLLO'S LAB -- NIGHT,"In [40、INT. ROLLO'S LAB -- NIGHT], What is the 'satyr's tongue' according to Hobbes's notes?",A combination of aphrodisiac and venereal disease.,"'a combination of aphrodisiac and venereal disease, a modern version of the satyr's tongue'",terminology/abbreviation/concept
12,11、INT. ANNABELLE'S APARTMENT -- MORNING,"In [11、INT. ANNABELLE'S APARTMENT -- MORNING], What is Tudor's emotional state upon discovering the bodies?",He is shocked and distressed.,"Tudor winces as though stuck with a pin. Blinking rapidly, he edges around the room.",character states
13,33、INT. TUDOR'S APARTMENT -- NIGHT,When does the lump under Tudor's skin return after disappearing?,After Tudor begins drumming on his abdomen,"Tudor begins drumming on his abdomen. Gradually, cautiously, the lump under Tudor's skin returns.",temporal references
14,28、INT. LAUNDRY ROOM -- NIGHT,What caused the window to swing shut?,The old woman pulling the soap out of the window's jaws.,The hand ... yanks the bar of soap out of the jaws of the window. The window swing shut.,causal/relational queries
15,10、INT. HALLWAY -- MORNING,"In [10、INT. HALLWAY -- MORNING], What is Tudor's behavioral state as described in the passage?",Tudor is being cautious to avoid being seen.,"He closes the door behind him, not wanting to be seen by anyone who might know him.",character states
16,54、INT. MAIN DOORS -- NIGHT,What is the function of the metal control panel?,To manually override the elevator's floor selector.,plays with a switch which manually overrides the floor selector,terminology/abbreviation/concept
17,60、INT. HALLWAY -- NIGHT,"In [60、INT. HALLWAY -- NIGHT], What is Janine's emotional state as she approaches Betts's apartment?",Sobbing and stumbling,sobbing and stumbling,character states
18,3、INT. ANNABELLE'S APARTMENT -- MORNING,"In [3、INT. ANNABELLE'S APARTMENT -- MORNING], What emotional state does Dr. Emil Hobbes exhibit during the struggle?","Tears in his eyes, indicating distress",Hobbes has tears in his eyes,character states
19,7、INT. TUDOR'S APARTMENT -- MORNING,"In [7、INT. TUDOR'S APARTMENT -- MORNING], What is Nicholas Tudor's primary mood?","Terse, sullen desperation","Tudor is thirty-nine, not happy with his work... adopted a general air of terse, sullen desperation as his primary mood",character states
20,25、EXT. TUDOR'S BALCONY -- NIGHT,What does Tudor do after his neck muscles tense?,His hands fly up to his mouth to keep down whatever is about to come up.,his hands fly up to his mouth in an attempt to keep down whatever is about to come up,detailed description
21,22、INT. RECEPTION AREA -- LATE AFTERNOON,What action does Parkins take upon being beckoned?,Gets up and follows Forsythe into an examination room.,Parkins gets up and follows Forsythe into one of the examination rooms.,detailed description
22,24、INT. TUDOR'S LIVING ROOM -- NIGHT,What does Tudor do after sitting down on the chair?,"Breathes heavily, gasps for air, and mumbles incoherently.","He breathes heavily, gasping for air. His expression is a dazed one and he mumbles incoherently.",detailed description
23,32、INT. HALLWAY -- NIGHT,When do the children appear after Janine leaves?,A moment after she's gone and closed the door,"A moment after she's gone and closed the door, two children about ten years old appear around a corner",temporal references
24,35、INT. ST. LUC'S OFFICE -- NIGHT,When did Forsythe compile the files she mentions?,Before St. Luc's time at the institution,"files I helped compile before your time here, Doctor",temporal references
25,31、INT. BETTS' APARTMENT -- NIGHT,What is the purpose of Janine's return to Betts' apartment?,To provide company and share supper after Dr. St. Luc's visit.,after Dr. St. Luc has told you... come on back here for company and a late supper.,causal/relational queries
26,16、INT. TUDOR'S OFFICE -- AFTERNOON,What does Tudor say when Mrs. Wheatley suggests going to the hospital?,"No, no. I'll be all right. I'm all right.","Tudor: 'No, no. I'll be all right. I'm all right.'",dialogue/beliefs
27,22、INT. RECEPTION AREA -- LATE AFTERNOON,What does Forsythe do after coming out of the examination room?,Checks the patient list and beckons Mr. Parkins.,"Forsythe comes out to the reception area from an examination room, checks out the patient list, and beckons to Mr. Parkins.",detailed description
28,53、INT. ELEVATOR -- NIGHT,"In [53、INT. ELEVATOR -- NIGHT], What is the mother's emotional state when she presses the close door button?",Impatient,"mother pushes the CLOSE DOOR button, a bit impatiently",character states
29,21、INT. TUDOR'S APARTMENT -- LATE AFTERNOON,What causes Tudor to collapse on the floor after vomiting?,Exhaustion from the spasm and vomiting,"He gags and vomits into the tub and collapses, exhausted, on the floor.",causal/relational queries
30,28、INT. LAUNDRY ROOM -- NIGHT,Why did the old woman pull the soap out of the window?,To lock the window from the inside.,"The hand ... yanks the bar of soap ... The window swing shut. The woman's hand slides the bolt home, locking the window from the inside.",causal/relational queries
31,13、INT. ROLLO LINSKY'S LABORATORY -- AFTERNOON,"In [13、INT. ROLLO LINSKY'S LABORATORY -- AFTERNOON], What is displayed on the shallow porcelain tray?",Immense and grotesque marine worm specimens,Next to a shallow porcelain tray full of immense and grotesque marine worm specimens lies a large parcel wrapped in brown paper,objects/props
32,57、INT. SPERGAZZI APARTMENT -- NIGHT,What does 'Mediterranean European Catholic style' refer to in the passage?,A decorative style with plastic/plaster Madonnas and religious calendars.,"Mediterranean European Catholic style, featuring lots of plastic and plaster Madonnas, calendars with Christ exposing his bleeding heart",terminology/abbreviation/concept
33,61、INT. BETTS' APARTMENT -- NIGHT,"In [61、INT. BETTS' APARTMENT -- NIGHT], What is Janine's emotional state when she sees Betts?",Slightly taken aback,Janine is slightly taken aback -- it's not Betts' style.,character states
34,20、INT. ST. LUC'S OFFICE -- AFTERNOON,What does St. Luc say about the possibility of cancer developing quickly?,He can't see cancer developing that fast.,"I just can't see cancer developing that fast, Janine, not the way you've described it.",dialogue/beliefs
35,4、INT. LOBBY -- MORNING | 9、INT. ELEVATOR -- MORNING,What did Tudor do immediately after the elevator doors closed behind Merrick and the Svibens?,Tudor pressed the button for the top floor.,"After the elevator doors closed behind Merrick and the Svibens, Tudor pressed the button for the top floor.",temporal references
36,35、INT. ST. LUC'S OFFICE -- NIGHT | 13、INT. ROLLO LINSKY'S LABORATORY -- AFTERNOON,What does Rollo state about his identity and how he has remained the same?,"Rollo states that he is still the same man and remains a VD man at heart, emphasizing that he is still down-to-earth.","Rollo insists he’s still the same man, still a VD man at heart, still down-to-earth.",character states
37,11、INT. ANNABELLE'S APARTMENT -- MORNING | 9、INT. ELEVATOR -- MORNING,What does Tudor say when Merrick announces they are going up in the elevator?,Tudor says he will go along for the ride.,"After a brief pause, Tudor says, 'Oh. Well, I'll go along for the ride.'",character states
38,32、INT. HALLWAY -- NIGHT,What happens to the milk box door shortly after the children run away?,The milk box door slowly opens from the inside.,"A few seconds after the children run off down the hallway, the door of the milk box slowly opens from the inside.",temporal references
39,35、INT. ST. LUC'S OFFICE -- NIGHT | 39、INT. ST. LUC'S OFFICE -- NIGHT | 43、INT. ST. LUC'S OFFICE -- NIGHT,Why does St. Luc swivel back to his files when Forsythe smiles at him?,"St. Luc swivels back to his files because he is caught watching Forsythe as she dresses, and her smile indicates she noticed his gaze, prompting him to redirect his attention to his work.",Forsythe catches St. Luc watching her as she dresses and smiles. St. Luc swivels back to his files.,causal/relational queries
40,32、INT. HALLWAY -- NIGHT,What does the boy say about the milk when he sees the parasite in the jug?,The boy says the milk must have gone bad.,The boy peers in and spots a parasite clinging to a milk jug smeared with blood. He shrugs and says the milk must have gone bad.,character states
41,13、INT. ROLLO LINSKY'S LABORATORY -- AFTERNOON | 43、INT. ST. LUC'S OFFICE -- NIGHT,What does Rollo state about his identity and how he has remained the same?,"Rollo states that he is still the same man and remains a 'VD man at heart,' emphasizing that he is still down-to-earth.","Rollo insists he’s still the same man, still a VD man at heart, still down-to-earth.",character states
42,25、EXT. TUDOR'S BALCONY -- NIGHT | 26、EXT. GROUNDS BELOW TUDOR'S BALCONY -- NIGHT,What happens after Tudor vomits on the balcony?,Vi and Olive go on an evening walk and encounter a bloodied umbrella when something strikes it.,"After Tudor vomits on the balcony, the scene shifts to Vi and Olive walking along the path at the base of Tudor's tower, where a wet and fleshy object strikes Vi's umbrella, causing a spatter of blood.",temporal references
43,16、INT. TUDOR'S OFFICE -- AFTERNOON | 33、INT. TUDOR'S APARTMENT -- NIGHT,Why does Tudor react differently to Mrs. Wheatley and Janine when they try to help him?,"Tudor allows Mrs. Wheatley to assist him because she is unaware of the lumps on his abdomen, but he resists Janine's concern because he wants to hide the lumps from her.","Mrs. Wheatley finds Tudor collapsed and helps him to his feet, supporting him into the chair, while later Tudor hides the lumps from Janine by yanking the sheet over himself when she tries to see them, indicating he is selective about who sees his condition.",causal/relational queries
44,22、INT. RECEPTION AREA -- LATE AFTERNOON | 23、INT. EXAMINATION ROOM -- LATE AFTERNOON | 27、INT. ST. LUC'S EXAMINATION ROOM -- NIGHT,What does St. Luc state about the purpose of the X-rays for Parkins?,St. Luc states that the X-rays will help determine what is causing the lumps in Parkins' abdomen.,St. Luc explains that the images will help determine what is causing the lumps in Parkins' abdomen.,character states
45,11、INT. ANNABELLE'S APARTMENT -- MORNING | 25、EXT. TUDOR'S BALCONY -- NIGHT | 26、EXT. GROUNDS BELOW TUDOR'S BALCONY -- NIGHT,Why does Olive prevent Vi from helping the injured creature?,Olive prevents Vi from helping the injured creature because she believes it is already dead and does not want Vi to become distressed or disrupt her evening routine.,"Olive says the creature is in heaven now and that it won't help for Vi to get into a fuss, urging her to continue the walk so they can finish and get Vi settled in front of the color TV to avoid a restless night.",causal/relational queries
46,2、INT. LOBBY -- MORNING | 4、INT. LOBBY -- MORNING | 9、INT. ELEVATOR -- MORNING,Why was the doorman delayed in contacting the rental agent when the Svibens arrived?,"The doorman was delayed because his holster snagged on the edge of the intercom switchboard, requiring him to pause and free it before he could press the button.","He reaches out to press a button, but his holster snags on the edge of the board. He pauses, tugs gently to free it, and then completes the action, pressing the button to signal the agent.",causal/relational queries
47,20、INT. ST. LUC'S OFFICE -- AFTERNOON | 32、INT. HALLWAY -- NIGHT,What does St. Luc state about his plans after the consultation with Janine?,St. Luc states that he will need to close up the clinic and have supper before arriving at Janine's house between 9:30 and 10:00.,"St. Luc agrees, saying he’ll need to close up the clinic and have supper first, and suggests arriving between 9:30 and 10:00.",character states
48,26、EXT. GROUNDS BELOW TUDOR'S BALCONY -- NIGHT,What does Vi state about the creature that fell from the sky?,"Vi states that the creature is in heaven now and that it is a shame, implying it was a bird that crashed into the building.","Vi says, 'Aw. Poor birdie. They're always crashing into tall buildings. It's such a shame, such a shame.' Later, she adds, 'Don't be silly, dear. It's in heaven now, whatever it is.'",character states
49,33、INT. TUDOR'S APARTMENT -- NIGHT | 14、INT. TUDOR'S APARTMENT -- MORNING,Why does Janine go to the bedroom after turning off the television?,Janine goes to the bedroom because she realizes the television being on means Nick must be home.,"She sits in front of the TV and notices it is on. She gets up, turns it off, and returns to the sofa with her magazine. After a moment, she looks up, realizing that if the TV was on, Nick must be home. She stands again and walks from the living room to the bedroom.",causal/relational queries
