doc_title,chunk_id,description,scene_context
162、EXT. DESERT - DAY,doc_161_chunk_0,"Doc gets out of the stopped Humvee, shaken, and walks around.",Outside the Humvee
162、EXT. DESERT - DAY,doc_161_chunk_0,He lies down and breathes heavily with a hand on his chest.,Outside the Humvee
154、EXT. DESERT - DAY - HIGH WIDE SHOT,doc_153_chunk_3,Doc holds,"Bunker door, Archie pushes Troy to the door"
160、INT - THE CAB OF THE TANKER TRUCK,doc_159_chunk_1,Troy and Doc point their guns in the crowd.,Humvee surrounded by Shiites after milk explosion
158、INT. BASEMENT OF BUNKER - DAY,doc_157_chunk_2,Doc helps Archie take off his back pack,"At wooden crates, helping Archie take off backpack"
173、INT. BASEMENT,doc_172_chunk_0,Troy and Doc disarm TWO GUARDS,"Basement, outside a door"
130、EXT. DESERT - LATER,doc_129_chunk_2,"greeted by Doc, Archie, and Imam","Bunker, convoy arrival and army drivers exiting"
12、EXT. DESERT DAY,doc_11_chunk_0,stand spread apart,"Post-bombing site with bomb crater, wrecked and burned truck, and skinny cow"
113、EXT. BUNKER,doc_112_chunk_0,stunned,
113、EXT. BUNKER,doc_112_chunk_0,turn back to the bunker,
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_1,Troy and Doc slip a handful of jewelry into their pockets.,
167、INT. SECOND IRAQI BUNKER - DAY,doc_166_chunk_0,"Doc comes third, slamming the Iraqi face down and cuffing him.","Narrow cement corridor, Iraqi soldier runs back"
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_2,who flails about,
"168、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",doc_167_chunk_2,"turns the shortwave radio off, pushes the TWO IRAQIS to the ground",After Troy stops one Iraqi and the other is scared
"168、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",doc_167_chunk_2,"smacks him in the side of the head with his pistol, which fires accidentally",After Troy stops one Iraqi and the other is scared
18、INT. BASEMENT OF BUNKER - DAY,doc_17_chunk_0,Doc lashes an Iraqi's hands behind his back and cuffs him.,
"168、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",doc_167_chunk_5,Doc punches him in the head twice,"Room, resisting Iraqi"
136、EXT. BORDER,doc_135_chunk_0,lead the crowd single file through a narrow opening in the razor wire,"At the border, crossing razor wire"
136、EXT. BORDER,doc_135_chunk_0,"walk three abreast, 7 feet apart, rifles ready",On the other side of the border
14、EXT. DESERT - DAY - HIGH WIDE SHOT,doc_13_chunk_3,Doc holds,"Bunker door, Archie pushes Troy to the door"
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_6,"With effort, Doc and Troy help Archie pick up the heavy, jumbo-sized suitcase sideways, like a table top.",
151、EXT. DESERT - MOVING HUMVEE - MORNING,doc_150_chunk_0,DOC Pull.,Desert with burned vehicles and craters
151、EXT. DESERT - MOVING HUMVEE - MORNING,doc_150_chunk_0,Doc fires the M-16 and blows the ball to pieces.,Desert with burned vehicles and craters
18、INT. BASEMENT OF BUNKER - DAY,doc_17_chunk_1,Doc points his pistol in the Iraqi's face.,
18、INT. BASEMENT OF BUNKER - DAY,doc_17_chunk_1,Doc helps Archie take off his back pack.,
178、INT. NARROW CEMENT STAIRCASE OF BUNKER,doc_177_chunk_0,Doc run up carrying Vuitton cases.,
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_1,Doc and Walter look up also.,"Shiites jogging, choppers approaching"
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_1,"Archie, Troy, Doc, Imam, the Shiites turn and wince in the blowing sand.","Apaches land between Archie and border, blowing dust"
175、INT. BUNKER BASEMENT - LATER,doc_174_chunk_0,Troy and Doc finish putting 5 bars in each bag.,"Basement, putting bars in bags"
175、INT. BUNKER BASEMENT - LATER,doc_174_chunk_0,Troy and Doc look nervous.,"Basement, during shipping plan discussion"
138、EXT. IRAQI SIDE OF THE BORDER,doc_137_chunk_4,not resisting,Handcuffing and removal from Troy
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_3,"Doc and Troy, out of breath, empty their pockets of jewelry.",Archie demands Doc and Troy stick to the gold plan.
153、EXT. DESERT - LATER,doc_152_chunk_0,"Troy and Doc jump out, pistols drawn, flank the cow","Outside the bunker, during the ambush"
153、EXT. DESERT - LATER,doc_152_chunk_0,Troy and Doc stand splattered with cow entrails,"Outside the bunker, during the ambush"
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_10,"Troy, Doc, Vig point their guns.",
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_5,"Doc opens another, another sixty bars.","Inside a room, checking suitcases for money"
174、INT. ROOM OF BUNKER 2 - DAY,doc_173_chunk_5,"Archie, Doc and Troy look at each other in shock.",After Archie states the total amount of thirty million dollars
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_3,Doc stares.,
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_17,he turns and fires his pistol,Inside a Humvee during a firefight
190、EXT. DESERT - DAY,doc_189_chunk_0,Doc looks straight up with the binoculars.,In the Humvee
166、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY,doc_165_chunk_0,"Troy and Doc leap out, hold pistols out at arm's length as they accost TWO IRAQI SOLDIERS pointing rifles at them.","Village piazza, underground bunker entrance, confrontation with Iraqi soldiers"
166、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY,doc_165_chunk_0,Troy and Doc shove the two Iraqis face down in the dirt and cuff their hands behind their backs.,"Village piazza, underground bunker entrance, confrontation with Iraqi soldiers"
160、INT - THE CAB OF THE TANKER TRUCK,doc_159_chunk_0,followed by Troy and Doc,"Front door, emerging as tanker truck approaches"
183、INT./EXT. HUMVEE,doc_182_chunk_0,"Doc pours disinfectant over Archie's gunshot wound in his lower left arm, and wraps it.","In a moving vehicle, Archie is injured and Doc is treating his wound."
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_26,Doc jumps in.,"Humvee boarding, crowded with Shiites, Man In Glasses, and Little Girl"
194、EXT. DESERT - NEAR ARCHIE AND DOC,doc_193_chunk_2,Doc grabs Vig by the arm and pulls him back toward the tunnel.,Near the tunnel entrance
194、EXT. DESERT - NEAR ARCHIE AND DOC,doc_193_chunk_2,Doc grabs Vig.,Near the tunnel entrance
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_24,Doc follows Archie over to the three Iraqi soldiers.,Near three Iraqi soldiers
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_24,Doc takes the Iraqi soldiers' guns and pushes them down.,After soldiers kneel and plead
192、EXT. MINEFIELD,doc_191_chunk_2,Doc lifts Vig's bloody hand to Vig's mouth.,"Foggy scene, Vig in shock"
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_21,"stone still, staring straight ahead","On sand, clouds passing overhead"
192、EXT. MINEFIELD,doc_191_chunk_1,Doc takes his mask off when he sees what Archie has done and gives it to the Shiite Man in Glasses.,Foggy area with injured Shiites
192、EXT. MINEFIELD,doc_191_chunk_1,"Doc picks up Vig's glasses and hands them to Vig, who stands, blinking his one good eye, while blood streams down his face.",Foggy area with injured Shiites
190、EXT. DESERT - DAY,doc_189_chunk_1,grapple to put on their gas masks,"Rear of Humvee, gas attack"
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_8,"Troy, Doc, Vig watch with trepidation",Archie walks toward soldier slashing Man In Glasses (carrying Girl)
20、INT - THE CAB OF THE TANKER TRUCK,doc_19_chunk_3,Doc pushes her off the Humvee.,On the Humvee
192、EXT. MINEFIELD,doc_191_chunk_3,"Doc pulls a syringe from a sterile packet, is about to stick it into his leg when Archie grabs his hand.","Troy chases children, Doc prepares to inject himself"
194、EXT. DESERT - NEAR ARCHIE AND DOC,doc_193_chunk_1,"look disoriented, point their pistols around","Desert area, black robes leading Shiites away"
17、INT. STAIRWELL - BUNKER,doc_16_chunk_0,followed by Troy and Doc,"Bunker stairs, Archie running down"
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_2,"Doc looks for a moment at Vig's hand in the air, reaching, then takes it.",
20、INT - THE CAB OF THE TANKER TRUCK,doc_19_chunk_1,Troy and Doc point their guns in the crowd,Around the Humvee following the truck explosion
195、INT. TUNNEL - DAY,doc_194_chunk_1,"Doc hands a bandage to Archie, who puts it over Vig's wounded eye socket.",
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_1,Doc stares at Vig.,"After Vig's question about the shrine, with dead body wrapped and clerics chanting."
194、EXT. DESERT - NEAR ARCHIE AND DOC,doc_193_chunk_3,Doc punches Vig in the stomach.,"Brown haze, during fight"
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_16,Doc pulls gold bars from a case and holds them up,Escape planning with bandaged children and mothers
213、EXT. DESERT - LATER,doc_212_chunk_0,turns and makes a hand signal to Vig,"Surrounding a truck, 40 yards away."
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_0,"Doc paces, exhaling","In a hall, during a medical treatment of injured people."
154、EXT. DESERT - DAY - HIGH WIDE SHOT,doc_153_chunk_2,Troy and Doc leap from the Humvee with pistols drawn and their free hands held up in a 'halt' sign.,"Outside, at the site of the Iraqi guards."
154、EXT. DESERT - DAY - HIGH WIDE SHOT,doc_153_chunk_2,Troy and Doc simply take their machine guns and put the Iraqis face down on the ground.,"Outside, at the site of the Iraqi guards."
154、EXT. DESERT - DAY - HIGH WIDE SHOT,doc_153_chunk_2,"Troy and Doc pull out plastic twist hand-cuffs, as used in urban riots.","Outside, at the site of the Iraqi guards."
229、INT. ROLLS ROYCE,doc_228_chunk_0,"Doc drives the Rolls around the left, to the bunker's rear.",Bunker rear
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_17,Doc dumps a whole suitcase of gold bars.,
209、INT. LARGE ROOM OF MINARET - DAY,doc_208_chunk_4,"Archie, Doc, and Vig check the Vuitton suitcases, opening them, looking at the gold, shutting them.","After a disaster, checking Vuitton suitcases of gold"
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_0,Doc and Vig help,"Loading luggage into Humvee and cart, Troy directing Iraqis 6 & 7"
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_0,Doc picks the case up.,"Cart collapses, Vuitton bags roll onto debris, one through blood"
220、EXT. DESERT - DAY,doc_219_chunk_1,Doc and Vig pull off distributor caps from the Cadillacs and Limousine (but not the Jaguar) and put them in Doc's pack.,
216、INT. BUNKER GARAGE - DAY,doc_215_chunk_2,Doc and Vig look taken aback as Archie goes messianic.,
211、INT. MINARET,doc_210_chunk_0,Doc and Vig load and handle the old pistols.,Room with stone floor
248、INT. FRONT DOOR OF BUNKER - DAY,doc_247_chunk_0,Doc grabs Troy's shoulders firmly.,
213、EXT. DESERT - LATER,doc_212_chunk_1,Doc lifts the limp canvass of the deflated truck.,Desert: After the truck deflates.
22、EXT. DESERT - DAY,doc_21_chunk_0,"Doc gets out of the stopped Humvee, shaken, and walks around.",at the stopped Humvee
22、EXT. DESERT - DAY,doc_21_chunk_0,He lies down and breathes heavily with a hand on his chest.,at the stopped Humvee
216、INT. BUNKER GARAGE - DAY,doc_215_chunk_0,"Archie, Doc, Vig, stare in amazement","Underground garage, discovering the luxury cars"
216、INT. BUNKER GARAGE - DAY,doc_215_chunk_0,Doc stops at the convertible.,"Underground garage, Doc stops at the convertible"
223、EXT. RIM OF DUNE OVERLOOKING OASIS BUNKER,doc_222_chunk_0,stand on a sand ridge and look down on the Oasis bunker in the distance,"Sand ridge, looking at Oasis bunker"
242、INT. ANOTHER BUNKER ROOM,doc_241_chunk_0,Doc shoots the lock on the inner door and it finally opens.,
242、INT. ANOTHER BUNKER ROOM,doc_241_chunk_0,"He looks inside and sees, in a sunken room, 50 more Shiite civilians huddled together.",
257、EXT. BUNKER,doc_256_chunk_12,Doc looks sad and scared as he tries to turns Vig's head to help him breathe.,
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_7,Doc gets out of the Humvee,Military standoff after Archie Gates orders cover.
182、EXT. BUNKER NUMBER TWO - DAY,doc_181_chunk_7,Doc points at Iraqi 7,Military standoff after Archie Gates orders cover.
238、EXT. FRONT OF BUNKER - DAY,doc_237_chunk_1,Doc raises a hand to stop his Shiite gunmen from firing,At a bunker during a firefight
238、EXT. FRONT OF BUNKER - DAY,doc_237_chunk_1,He reaches out and holds the rifle of a Shiite.,At a bunker during a firefight
238、EXT. FRONT OF BUNKER - DAY,doc_237_chunk_1,Doc has WET HIS PANTS.,At a bunker during a firefight
257、EXT. BUNKER,doc_256_chunk_2,Doc nervously scans the area with his pistol pointed.,
171、INT. BUNKER NUMBER TWO - DAY,doc_170_chunk_0,"followed by the Interrogator, the other Iraqi Captain, Troy, and Doc",Descending narrow cement stairs
218、INT. ROLLS ROYCE - DAY,doc_217_chunk_0,Doc slams in a CD-- TRADITIONAL IRAQI FOLK WAILING PLAYS.,with Shiite riflemen in back
241、INT. BUNKER,doc_240_chunk_0,Doc goes down the left side of the room -- kicks in a door -- a room full of Benneton sweaters in all colors,"Big main room, empty, dimly lit by emergency lights"
180、EXT. BUNKER NUMBER TWO - DAY,doc_179_chunk_0,Archie and Doc stop and stare in shock,"Outside the bunker, after loading luggage, witnessing violence"
257、EXT. BUNKER,doc_256_chunk_1,"Troy and Doc look at each other, and punch their fists together.",Battlefield after helicopter crash
257、EXT. BUNKER,doc_256_chunk_1,Troy and Doc take rifles from wounded Iraqis.,Battlefield after helicopter crash
241、INT. BUNKER,doc_240_chunk_1,Doc kicks in a door,"Room cluttered with debris, with another door at the far side"
241、INT. BUNKER,doc_240_chunk_1,"He approaches and kicks it repeatedly, without success.","Room cluttered with debris, with another door at the far side"
256、INT. BUNKER,doc_255_chunk_0,Doc in the middle with the ball.,Escaping through a door
251、EXT. FRONT DOOR OF BUNKER - DAY,doc_250_chunk_0,"Doc follows with the ball, fuse burning.","Outside, chopper hovering 40 feet up"
251、EXT. FRONT DOOR OF BUNKER - DAY,doc_250_chunk_0,"Doc throws the ball hard at the chopper, hovering 40 feet up.","Outside, chopper hovering 40 feet up"
257、EXT. BUNKER,doc_256_chunk_3,Doc binds the soldier's hands with a plastic cuff.,"Near the bunker, after Archie knocks down an Iraqi soldier"
257、EXT. BUNKER,doc_256_chunk_0,Doc unleashes the football.,"Group running mid-stride, Doc throws football at chopper."
254、INT. BUNKER DOORWAY - DAY,doc_253_chunk_0,Troy and Doc look terrified.,"Inside, taking cover and waiting for the chopper."
257、EXT. BUNKER,doc_256_chunk_11,"Doc takes Vig from Troy's arms and carefully lays him on the ground, cradling his head in his lap.",Troy running with Vig and asking for help
248、INT. FRONT DOOR OF BUNKER - DAY,doc_247_chunk_1,Troy and Doc listen intently,"At the door, preparing to throw the football with a fuse."
248、INT. FRONT DOOR OF BUNKER - DAY,doc_247_chunk_1,Doc holds the football,"At the door, preparing to throw the football with a fuse."
259、EXT. DESERT,doc_258_chunk_0,Doc squeezes a small tube of brown disinfectant gel onto this spot,Treating Troy's bullet wound on the upper chest
261、EXT. FRONT OF THE BUNKER - LATER,doc_260_chunk_0,"Archie, Troy and Doc stand together watching.",Around Vig's corpse in the open trunk of a Jaguar
261、EXT. FRONT OF THE BUNKER - LATER,doc_260_chunk_0,Troy and Doc do a muted version of Vig's Karate arm dance as they look down at his corpse.,Around Vig's corpse in the open trunk of a Jaguar
270、EXT. DESERT - LATER,doc_269_chunk_4,Doc pushes an I.V. needle into Archie's arm and tapes the penicillin sack to Archie's shirt,
274、EXT. IRAQI SIDE OF THE BORDER,doc_273_chunk_1,Doc turns and signals to the drivers to come up.,Border standoff
274、EXT. IRAQI SIDE OF THE BORDER,doc_273_chunk_0,Doc carries the Little Girl.,At the border
270、EXT. DESERT - LATER,doc_269_chunk_5,Imam and his daughter are helped into a truck by Doc.,"Loading into trucks, Bach's Gloria playing."
26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY,doc_25_chunk_0,"Troy and Doc leap out, hold pistols out at arm's length as they accost TWO IRAQI SOLDIERS pointing rifles at them.","Village piazza, bunker entrance, confronting Iraqi soldiers"
26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY,doc_25_chunk_0,Troy and Doc shove the two Iraqis face down in the dirt and cuff their hands behind their backs.,"Village piazza, bunker entrance, subduing Iraqi soldiers"
270、EXT. DESERT - LATER,doc_269_chunk_6,"Doc, in the back of a truck with Shiites, waves.",Convoy moving on desert road
267、EXT. BUNKER - DAY,doc_266_chunk_0,Doc cracks open a snow globe with pliers as all the water and dollars drain out.,
267、EXT. BUNKER - DAY,doc_266_chunk_0,"Troy, Doc do the same.",
270、EXT. DESERT - LATER,doc_269_chunk_2,"greeted by Doc, Archie, and Imam","Bunker, military vehicles arrive and army drivers get out"
258、INT. TROY'S RIB CAGE,doc_257_chunk_0,saying something to Troy,"Troy's POV during labored breathing, Doc speaking"
270、EXT. DESERT - LATER,doc_269_chunk_0,watch,"Shiite peasants receiving gold from Imam and another Shiite, with Archie, Troy, and Doc watching."
272、EXT. DESERT - DAY,doc_271_chunk_0,"stare ahead, concerned",Humvee slowing to a halt
"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",doc_27_chunk_5,Doc punches him in the head twice,"a room, during interrogation of Iraqi Captain"
27、INT. SECOND IRAQI BUNKER - DAY,doc_26_chunk_0,slamming the Iraqi face down and cuffing him,"Narrow cement corridor, Iraqi soldier subdued"
33、INT. BASEMENT,doc_32_chunk_0,Troy and Doc disarm TWO GUARDS outside a door in the basement.,"Basement, outside a door"
34、INT. ROOM OF BUNKER 2 - DAY,doc_33_chunk_2,flails about,
253、EXT. BUNKER,doc_252_chunk_0,stunned,
34、INT. ROOM OF BUNKER 2 - DAY,doc_33_chunk_8,"Archie, Troy, and Doc hoist another suitcase sideways",
278、EXT. IRAQI SIDE OF THE BORDER,doc_277_chunk_9,watch,"Gold bars spilled to the sand, General looks at gold, and General makes 'CUT' signal"
35、INT. BUNKER BASEMENT - LATER,doc_34_chunk_0,Troy and Doc finish putting 5 bars in each bag.,"Basement: Packing bags with bars, Archie pacing"
35、INT. BUNKER BASEMENT - LATER,doc_34_chunk_0,Troy and Doc look nervous.,"Basement: Packing bags with bars, Archie pacing"
278、EXT. IRAQI SIDE OF THE BORDER,doc_277_chunk_1,Doc and Walter look up also.,"Shiites jogging, choppers passing overhead"
278、EXT. IRAQI SIDE OF THE BORDER,doc_277_chunk_1,"Archie, Troy, Doc, Imam, the Shiites turn and wince in the blowing sand.","Apaches land between Archie and border, blowing dust"
34、INT. ROOM OF BUNKER 2 - DAY,doc_33_chunk_1,slip a handful of jewelry into their pockets,"Interrogation room, suitcases being examined"
278、EXT. IRAQI SIDE OF THE BORDER,doc_277_chunk_4,"Archie and Doc, not resisting, are handcuffed in front",
278、EXT. IRAQI SIDE OF THE BORDER,doc_277_chunk_4,He and Doc are pulled away from Troy.,
40、EXT. BUNKER NUMBER TWO - DAY,doc_39_chunk_0,Archie and Doc stop and stare in shock,"Bunker exit, seeing violence"
38、INT. NARROW CEMENT STAIRCASE OF BUNKER,doc_37_chunk_0,Doc run up carrying Vuitton cases,
34、INT. ROOM OF BUNKER 2 - DAY,doc_33_chunk_3,"Doc and Troy, out of breath, empty their pockets of jewelry",Archie Gates demands return of goods taken from Kuwait
20、INT - THE CAB OF THE TANKER TRUCK,doc_19_chunk_0,followed by Troy and Doc,"Front door, tanker truck approaching"
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_10,"Troy, Doc, Vig point their guns.",
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_25,Doc jumps in.,Humvee boarding
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_17,he turns and fires his pistol,Humvee interior during firefight
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_23,Doc follows Archie over to the three Iraqi soldiers.,with three Iraqi soldiers
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_23,Doc takes the Iraqi soldiers' guns and pushes them down.,with three Iraqi soldiers
34、INT. ROOM OF BUNKER 2 - DAY,doc_33_chunk_7,"With effort, Doc and Troy help Archie pick up the heavy, jumbo-sized suitcase sideways, like a table top.",Helping to lift a heavy suitcase
52、EXT. MINEFIELD,doc_51_chunk_2,Doc lifts Vig's bloody hand to Vig's mouth.,
43、INT./EXT. HUMVEE,doc_42_chunk_0,"Doc pours disinfectant over Archie's gunshot wound in his lower left arm, and wraps it.",
50、EXT. DESERT - DAY,doc_49_chunk_1,Archie and Doc grapple to put on their gas masks.,Rear of Humvee
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_3,Doc stares.,Execution of a woman by Iraqi soldiers
50、EXT. DESERT - DAY,doc_49_chunk_0,Doc looks straight up with the binoculars.,
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_0,Doc and Vig help.,"Loading luggage into Humvee and cart, followed by cart collapse"
42、EXT. BUNKER NUMBER TWO - DAY,doc_41_chunk_0,Doc picks the case up.,"Loading luggage into Humvee and cart, followed by cart collapse"
