doc_title,chunk_id,fact,scene_context
45、INT. FILTRATION COMPARTMENT - MOMENTS LATER,doc_44_chunk_0,Bower realizes the compartment is separated by thick glass dividers.,Compartment with filtration units and piping
45、INT. FILTRATION COMPARTMENT - MOMENTS LATER,doc_44_chunk_0,Bower sees Shepard crawling through a vent.,Compartment with filtration units and piping
49、INT. CORRIDOR,doc_48_chunk_5,Bower has an identification tattoo.,
"58、INT, PERSONNEL SLEEP CHAMBER/MAIN CORRIDOR - LATER",doc_57_chunk_4,BOWER leaves TANAKA behind.,"Main floor, THUMPS incident"
59、INT. PROCESSING DOCK -CONT.,doc_58_chunk_8,The Hunter is smaller than Bower.,On the floor under flickering light
65、INT. TANK - CONT.,doc_64_chunk_4,Bower points the weapon at Leland.,
51、INT. REC ROOM - LATER,doc_50_chunk_0,Bower is in the rec room.,rec room
59、INT. PROCESSING DOCK -CONT.,doc_58_chunk_9,Bower is one of the three who bring the Hunter to the floor.,"Under flickering light, Bower, Nadia, and Tanaka attack the Hunter and bring it to the floor."
59、INT. PROCESSING DOCK -CONT.,doc_58_chunk_1,Bower decides to chase after Nadia.,"After Nadia heads into a tunnel, Bower chooses to follow her."
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_5,Bower has white hair.,"Inside a locker, Payton notices reflections revealing white hair."
7、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_6_chunk_2,Bower notices Payton's identification tattoo.,
77、INT. WATER PROCESSOR -- CONT.,doc_76_chunk_0,Bower is woken by the exchange between Nadia and Leland.,Tank interior
77、INT. WATER PROCESSOR -- CONT.,doc_76_chunk_2,Bower is defeated.,
62、INT. SLEEPING CHAMBER/MAIN CORRIDOR -- MOMENTS LATER,doc_61_chunk_5,Bower climbs into a shaft under the floor.,Attack scene: group escapes through shaft under floor.
59、INT. PROCESSING DOCK -CONT.,doc_58_chunk_11,Bower realizes that the tapping of metal is alerting hunters.,"Hull, during Heflin's tapping and the onset of shadows."
75、INT. WATER PROCESSOR - CONT.,doc_74_chunk_2,Bower commands that the transmission be played again.,"During a transmission review, Bower interrupts Leland's monologue to request the transmission be replayed."
8、INT. SLEEP CHAMBER COMPARTMENT/CONTROL DESK - LATER,doc_7_chunk_6,Somebody was trying to get out.,"Approaching the door, observing damage to the control panel."
86、INT. SLEEP CHAMBER COMPARTMENT - CONT.,doc_85_chunk_1,Bower is holding Evalon's photo.,"Bower walking past sleep chambers with signs of violent deaths, Nadia questions him."
89、INT. REACTOR BAY - CONT.,doc_88_chunk_1,Bower ignores Leland's pleas to not enter the House of the Keepers.,"House of the Keepers, reactor bay descent"
89、INT. REACTOR BAY - CONT.,doc_88_chunk_2,Bower reaches the gangplank crossing to the reactor.,Bower crawls down from the catwalk to a gangplank leading to the reactor.
96、INT. SLEEP CHAMBER/CONTROL DESK - CONT.,doc_95_chunk_3,Bower is on the catwalk below.,Reactor Bay
93、INT. REACTOR CONTROL TERMINAL,doc_92_chunk_0,The digital panel displays the message 'ROTATION SEQUENCE CODE INITIATE TO PROCEED'.,Bower initiates the rotation sequence.
62、INT. SLEEPING CHAMBER/MAIN CORRIDOR -- MOMENTS LATER,doc_61_chunk_3,Bower is held back by Tanaka with force.,
93、INT. REACTOR CONTROL TERMINAL,doc_92_chunk_1,Bower gains the information that the HUNTERS are awake and looking at them.,Room with HUNTERS on the floor
65、INT. TANK - CONT.,doc_64_chunk_1,Bower sees a figure named Leland on the catwalk.,"Tank interior, catwalk area"
10、INT. STORAGE LOCKER ROOM - MOMENTS LATER,doc_9_chunk_0,Bower receives an envelope opener from Payton.,"Compartments, while collecting tools."
89、INT. REACTOR BAY - CONT.,doc_88_chunk_4,Bower reaches the control panel.,Bower crawls across the gangplank and reaches the control panel.
95、INT. REACTOR BAY - CONT.,doc_94_chunk_1,Bower is surrounded by Weasel and numerous hunters.,
89、INT. REACTOR BAY - CONT.,doc_88_chunk_6,The light panel flickers after Bower pumps the primer switch.,"Side of the reactor, after Bower's initial switch tapping fails and he pumps the primer switch."
