id,scene,question,answer,evidence,qa_type
12,2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING,"In [2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING], What is Jessica's emotional state when looking at the photo of Cal and Tracy?",Affectionate,She eyes Cal affectionately.,character states
13,9、INT. THE WEAVER HOUSE,What does Robbie say he thinks about while masturbating?,I think about you while I do it.,ROBBIE: I think about you while I do it.,dialogue/beliefs
14,22、INT. SHOPPING MALL - CONTINUOUS ACTION,What does CAL say upon entering?,What the hell am I doing?,CAL What the hell am I doing?,dialogue/beliefs
15,25、INT. SHOE STORE - CONTINUOUS ACTION,What does Cal say about the situation?,I think this whole thing might have been a bad idea.,"CAL
I think this whole thing might
have been a bad idea.",dialogue/beliefs
16,8、EXT. STREET - CONTINUOUS ACTION,Why is Cal willing to sign anything Tracy demands?,To stop her from talking about it.,"I'll leave tonight, I'll sign whatever you want me to sign, if you'll just stop talking about it.",causal/relational queries
17,10、INT. LEXUS SUV - LATER,"In [10、INT. LEXUS SUV - LATER], What is Cal's emotional state as he drives?",Awkward and almost shell-shocked,"Cal drives now. Jessica in the front. Awkward. Finally, Cal starts talking to himself. Almost shell-shocked.",character states
18,30、INT. HIGH SCHOOL - HALLWAY - JESSICA,"In [30、INT. HIGH SCHOOL - HALLWAY - JESSICA], What behavioral action does Robbie take after the teacher addresses him?",stands up and gives a speech,"Slowly, Robbie stands. We HEAD IN TIGHT ON him.",character states
19,7、INT. LEXUS SUV,"In [7、INT. LEXUS SUV], What is Cal's behavioral state when he finally reacts to Tracy's confession?","Silently listening, then telling her to stop","Cal remains silent initially, then says 'Please stop' after Tracy's confession",character states
20,43、INT. MIDDLE SCHOOL - NEXT NIGHT,How long has Cal been buying the wrong size suit?,Twenty years,I've been buying the wrong size suit for twenty years.,temporal references
21,6、INT. BAR | 49、INT. BAR,What does Jacob state about his abilities as a lover?,"Jacob states that he is an accomplished lover and assures Hannah that if she goes home with him, she will leave satisfied—multiple times.","He says he is an accomplished lover and assures her that if she goes home with him, she will leave satisfied—multiple times.",character states
22,50、INT. JACOB'S APARTMENT - LATER,What does Hannah state about how she wants to be perceived by Jacob?,Hannah states that she wants to be seen as sexy—R-rated sexy—rather than adorable.,"She snaps back, insisting she's not adorable but sexy—R-rated sexy—and says she didn't come over to get drunk and pass out while he tucks her in.",character states
23,13、INT. CORPORATE APARTMENT - MOMENTS LATER | 18、INT. BAR - LATER,What does Cal state when asked if he wants to get back in shape?,Cal says he guesses so.,"The woman asks Cal if he wants to get back in shape. Cal looks down, embarrassed. He says he guesses so.",character states
24,38、INT. HIGH SCHOOL HALLWAY - NEXT DAY,What does Madison state about her lips during the interaction at her locker?,Madison states that her lips are seals.,"Madison explains, 'Seals,' then clarifies, 'My lips are seals.'",character states
25,43、INT. MIDDLE SCHOOL - NEXT NIGHT | 46、EXT. SCHOOL - CONTINUOUS ACTION,What does Cal state about his feelings for Tracy after admitting to the affair?,"Cal states that the affair proved he still loves Tracy more than anyone and that, even after being with eleven others, she is still the only woman he wants to be with.","Cal says the affair only proved he still loves Tracy more than anyone. He starts to say she was the only woman he ever wanted—until now, even after being with eleven others, she’s still the one. Realizing his mistake, he trails off. He weakly finishes, saying she’s still the only woman he wants to be with.",character states
26,15、INT. FURNITURE STORE - LATER,What does Cal state about his wife during the interaction in the furniture store?,Cal states that his wife is sleeping with David Jacobowitz.,"Cal says, 'My wife is sleeping with David Jacobowitz. I need a couch.'",character states
27,3、INT. BAR | 6、INT. BAR | 49、INT. BAR,What does Hannah state about her feelings for Richard?,Hannah states that she loves her boyfriend Richard and would have his babies if she could.,"Hannah, clearly buzzed, says she loves her boyfriend Richard and would have his babies if she could.",character states
28,2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING | 9、INT. THE WEAVER HOUSE,What does Jessica state about the broken picture?,Jessica states that it is her fault.,"She says it's her fault, then tells Molly it's time to go to bed.",character states
29,30、INT. HIGH SCHOOL - HALLWAY - JESSICA | 39、EXT. HIGH SCHOOL - LATER THAT DAY,What does Robbie state about the meaning of the 'A' in The Scarlet Letter?,"Robbie states that the 'A' in The Scarlet Letter stands for ASSHOLE because the characters are in love and love is for stupid assholes, and he adds that the book is boring and confusing and that everyone in it dies like assholes.","He begins to speak, saying the 'A' in The Scarlet Letter stands for ASSHOLE, because the characters are in love and love is for stupid assholes. He says the book is boring and confusing, and that everyone in it dies like assholes.",character states
30,7、INT. LEXUS SUV | 46、EXT. SCHOOL - CONTINUOUS ACTION,What does Tracy state about her feelings regarding the affair with David Jacobowitz?,Tracy states that the affair shows how broken their marriage is.,"Tracy continues, saying the affair shows how broken they are.",character states
31,3、INT. BAR | 6、INT. BAR,What does Hannah state about her feelings for Richard?,Hannah states that she loves her boyfriend Richard and would have his babies if she could.,"Hannah, clearly buzzed, says she loves her boyfriend Richard and would have his babies if she could.",character states
32,20、INT. CORPORATE APARTMENT - EVENING,What does Cal state about the situation between him and the children's mother?,"Cal states that the situation between him and the children's mother was not what anyone wanted, but that he and Molly have done nothing wrong.","Cal kneels in front of her, taking her face in his hands, and tells her that what’s happening with him and their mom wasn’t what anyone wanted, but that the two of them have done nothing wrong.",character states
33,7、INT. LEXUS SUV | 19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER) | 43、INT. MIDDLE SCHOOL - NEXT NIGHT,What does Tracy state about her feelings regarding the affair and her marriage?,"Tracy states that she is unhappy in her marriage, which has become stagnant, and that the affair with David Jacobowitz shows how broken they are.","Tracy tells Cal she's unhappy, that their marriage has become stagnant... She admits she slept with him... She says the affair shows how broken they are.",character states
34,23、INT. CHEESECAKE FACTORY - CONTINUOUS ACTION | 48、INT. CHEESECAKE FACTORY - CONTINUOUS ACTION,What does Hannah state about her expectation after Richard announces the job offer?,Hannah states that she thought Richard was going to propose.,"After Richard announces a job offer in front of the group, Hannah hesitates, visibly stunned. She quietly admits she thought he was going to propose.",character states
35,9、INT. THE WEAVER HOUSE | 30、INT. HIGH SCHOOL - HALLWAY - JESSICA | 32、INT. PRINCIPAL'S OFFICE WAITING ROOM - LATER,What does Robbie state about his feelings for Jessica?,Robbie states that he loves Jessica and believes she is his soulmate.,"Robbie continues, saying he loves her and believes she is his soulmate, despite the age difference and their roles.",character states
