id,scene,question,answer,evidence,qa_type
26,34、INT. GARDEN VILLA,"In [34、INT. GARDEN VILLA], Who secures the bomb on the man's leg?",A Pakistani policeman,A BOMB is being strapped to a MAN'S leg by a PAKISTANI POLICEMAN.,objects/props
27,30、EXT. BLACK SITE - AFGHANISTAN,When does the monkey steal Daniel's ice cream?,After the CIA guard approaches Daniel,A CIA GUARD approaches Daniel... The monkey reaches through the bars and steals the remainder of Daniel's ice cream cone.,temporal references
28,23、INT. MAYA'S APARTMENT,"In [23、INT. MAYA'S APARTMENT], What is Maya's behavioral state as she packs?",Hastily packing,Maya hastily throws her clothes and a wig into a suitcase,character states
29,8、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE,"In [8、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE], What does Maya do after cleaning her desk?",She sits and looks at the blank log-in screen.,then sits and looks at the blank log-in screen of her computer,character states
30,53、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -,Why does Maya suggest meeting the person face-to-face?,To evaluate him themselves.,We have to evaluate him face to face.,causal/relational queries
31,2、EXT. BLACK SITE - LATER,What action does Daniel perform with the ski mask at the door?,Hands the ski mask back to Maya,"At the door, Daniel hands the ski mask back to Maya",detailed description
32,5、EXT. DIPLOMATIC QUARTER - ISLAMABAD - DAY,"In [5、EXT. DIPLOMATIC QUARTER - ISLAMABAD - DAY], Where does Maya drive to?",Main gate of the United States Embassy in Islamabad,Maya drives through the checkpoint and up to the main gate,scene localization
33,2、EXT. BLACK SITE - LATER,What physical characteristics define Maya's appearance?,"Pale, milky innocence, bright blue eyes, thin, frail, and steely core","She has a pale, milky innocence and bright blue eyes, thin and somewhat frail looking, yet possessing a steely core",detailed description
34,3、INT. INTERROGATION ROOM - LATER,"In [3、INT. INTERROGATION ROOM - LATER], Where is Ammar restrained?",In a room with sound-proofed walls and puddles of water,"sound-proofed walls, the puddles of water on the floor",scene localization
35,61、EXT. CAMP CHAPMAN - GUARD POST,"In [61、EXT. CAMP CHAPMAN - GUARD POST], Where does the sedan drive into after passing the gate?",a maze of barriers,The sedan drives past the gate into a maze of barriers.,scene localization
36,9、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM | 14、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM,Why does Jessica believe the threat at Heathrow remains active despite the massacre in the U.S.?,Jessica believes the threat at Heathrow remains active because the plot for mass casualties was not dependent on the success of the U.S. attacks and is still unfolding independently.,"Jessica stresses that the plot for mass casualties is still active and shifts the team's focus to London and Heathrow after the massacre, indicating the threat there was separate and ongoing.",causal/relational queries
37,45、EXT. ISLAMABAD - NEAR THE MARRIOTT HOTEL - NIGHT,What does Maya state about her destination when questioned by the police officer at the checkpoint?,Maya states that she is going to the Marriott.,"She says, 'To the Marriott. I assume you noticed the dip plates.'",character states
38,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,What does Hakim state about the prisoner's knowledge of Abu Faraj's children?,Hakim states that the prisoner told him the names of all of Faraj's children and believes the prisoner is telling the truth.,"Hakim turns to Maya and says, 'He just told me the names of all of Faraj's children. I think he's telling the truth.'",character states
39,9、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM | 35、EXT. GARDEN COMPLEX - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS,What does Daniel tell Faraj about his intentions during their interaction in the cell?,"Daniel tells Faraj that he is not his friend, that he is bad news, and that he will break him, adding that he has done it before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",character states
40,35、EXT. GARDEN COMPLEX - DAY | 43、EXT. BLACK SITE - PRE-DAWN | 40、INT. INTERROGATION ROOM - MORNING,What does Daniel state about Faraj's possible responses during interrogation?,Daniel states that Faraj will either remain silent or break under pressure.,Daniel replies that Faraj will either stay silent or break from the pressure.,character states
41,15、EXT. BLACK SITE - AFTERNOON | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,What does Ammar state about his memory when questioned by Daniel and Maya?,Ammar states that he is unsure of what to remember.,"Ammar responds weakly, unsure of what to remember.",character states
42,35、EXT. GARDEN COMPLEX - DAY | 36、EXT. BLACK SITE - AFGHANISTAN - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS,What does Daniel state about his relationship with Faraj and his intentions toward him?,"Daniel states that he is not Faraj's friend, calls him bad news, and declares that he will break him, adding that he has done it before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",character states
43,7、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE/LOBBY | 11、INT. BLACK SITE - AFTERNOON | 2、EXT. BLACK SITE - LATER,What does Maya state about how the prisoner can help himself during the interrogation?,Maya states that the prisoner can help himself by being truthful.,"After a long silence, she spoke, her voice low but firm. 'You can help yourself by being truthful.'",character states
44,43、EXT. BLACK SITE - PRE-DAWN,Why does Daniel decide to leave the facility and go to Washington?,Daniel decides to leave the facility and go to Washington because he is emotionally exhausted from seeing too many men naked during interrogations and wants to do something normal by participating in the political process.,"He says he’s seen too many men naked, more than a hundred, and needs to do something normal for a while. He says he’s going to Washington, to take part in the political process there.",causal/relational queries
45,44、EXT. ISLAMABAD - NIGHT | 31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,Why does Maya believe the prisoner might be telling the truth about knowing Abu Faraj?,"Maya believes the prisoner might be telling the truth because he provides specific personal information about Abu Faraj, namely the names of all of Faraj's children, which would be unlikely for someone who did not actually know him.","Hakim says, 'He just told me the names of all of Faraj's children,' and adds, 'I think he's telling the truth,' implying the detail is credible and known only to someone familiar with Faraj.",causal/relational queries
46,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 32、INT. PAKISTANI DETENTION AREA - CONTINUOUS,Why does Maya believe the prisoner might be telling the truth about knowing Abu Faraj?,"Maya believes the prisoner might be telling the truth because he provides specific personal information about Abu Faraj, namely the names of all his children, which would be difficult to know unless he had a genuine connection.","Hakim says, 'He just told me the names of all of Faraj's children,' and adds, 'I think he's telling the truth.'",causal/relational queries
47,35、EXT. GARDEN COMPLEX - DAY | 36、EXT. BLACK SITE - AFGHANISTAN - DAY,What does Daniel state he can do if Faraj has a music preference?,Daniel states he can make a call to arrange music if Faraj has a preference.,"He says that if Faraj has a preference, he can make a call to arrange it.",character states
48,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 2、EXT. BLACK SITE - LATER,Why does Maya question whether the prisoner will ever be released?,"Maya questions whether the prisoner will ever be released because she is disturbed by the permanence and severity of his detention, especially after witnessing the intense interrogation and learning that he is considered too dangerous to ever be freed.","After the interrogation, Maya asks Daniel whether the prisoner will ever be released, and Daniel responds, 'Never,' indicating the prisoner's indefinite confinement.",causal/relational queries
49,35、EXT. GARDEN COMPLEX - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS | 38、INT. CELL,What does Daniel say he will do to Faraj while he is in the cell?,"Daniel says he will break Faraj, stating that he is not his friend, that Faraj is bad news, and that he has broken others before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",character states
50,2、EXT. BLACK SITE - LATER,What does Maya state about returning to the interrogation room?,Maya states that they should go back in.,"Maya refuses, saying they should go back in.",character states
