id,scene,question,answer,evidence,qa_type
22,8、INT. FISHING BOAT GALLEY -- NIGHT,What occurs to the espresso machine after the man's actions?,It explodes,The whole thing explodes,detailed description
23,36、INT. U.S. CONSULATE -- VISA ROOM -- DAY | 32、EXT. STREETS OF ZURICH -- DAY -- VARIOUS SHOTS,What does Bourne do immediately after he sees the police officer jogging toward him?,Bourne leaves the street and vanishes into an unknown area.,"Without hesitation, Bourne leaves the street and vanishes into an unknown area, moving out of sight.",temporal references
24,32、EXT. STREETS OF ZURICH -- DAY -- VARIOUS SHOTS,How does Bourne react when he notices the police officer jogging toward him?,Bourne immediately leaves the street and vanishes into an unknown area to avoid detection.,"Without hesitation, Bourne leaves the street and vanishes into an unknown area, moving out of sight.",character states
25,22、EXT. ZURICH PARK -- NIGHT,What does the man state about his actions when he decides not to use the gun on the officers?,The man does not state anything about his actions; he remains silent throughout the incident.,"The man stands over the two unconscious officers... Without a word, he hurls the gun to the ground and runs, disappearing into the night.",character states
26,34、INT. U.S. CONSULATE ZURICH -- VISA ROOM -- DAY | 36、INT. U.S. CONSULATE -- VISA ROOM -- DAY,What does Bourne state about his citizenship when questioned at the immigration counter?,Bourne states that he thinks he is a U.S. citizen.,"When the clerk asks if he’s a U.S. citizen, he says yes, then corrects himself, saying he thinks so.",character states
27,30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,What does the man state about his name and residence?,"He states that his name is Jason Bourne and that he lives at 121, Rue de la Jardin, Paris.","He says, 'My name is Jason Bourne. I live at 121, Rue de la Jardin, Paris.'",character states
28,3、INT. FISHING BOAT BUNK ROOM -- NIGHT | 4、INT. FISHING BOAT BUNK ROOM -- DAWN -- TIME CUTS | 6、INT. FISHING BOAT BUNK ROOM -- DAY,What does Giancarlo state about how the man was found?,Giancarlo states that the man was in the water and that they pulled him out.,"Giancarlo tells the man, 'You were in the water. They pulled you out.'",character states
29,30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,What name does the man claim as his own when he finds the worn passport with his photograph?,The man claims the name Jason Bourne as his own.,The man opens the safety deposit box and finds a worn passport in the name of Jason Bourne with his own photograph. He speaks the name aloud. 'My name is Jason Bourne.',character states
30,32、EXT. STREETS OF ZURICH -- DAY -- VARIOUS SHOTS | 37、INT. U.S. CONSULATE LOBBY -- DAY | 36、INT. U.S. CONSULATE -- VISA ROOM -- DAY,What does Bourne state about his passport when asked by the clerk?,He states that having a passport is complicated.,"When she asks for his passport, he falters, muttering that it's complicated.",character states
31,37、INT. U.S. CONSULATE LOBBY -- DAY | 42、INT. U.S. CONSULATE BACK STAIRWAY -- DAY,What happens after Bourne seizes the M-16 and before he disappears into the building?,Bourne sprints down a hallway and discards the weapon.,"After seizing the M-16, Bourne moves quickly through the crowd and sprints down a hallway, discarding the weapon as he disappears into the building.",temporal references
32,37、INT. U.S. CONSULATE LOBBY -- DAY | 32、EXT. STREETS OF ZURICH -- DAY -- VARIOUS SHOTS,What does the Security Chief state about the suspect's description and location?,"The Security Chief states that the suspect is a male, five-ten tall, with brown hair, wearing a black jacket, carrying a red bag, and was last seen heading for the south side entrance.","The Security Chief speaks frantically into his radio, calling a code red and reporting a male suspect, five-ten, brown hair, black jacket, red bag, last seen heading for the south side entrance.",character states
33,3、INT. FISHING BOAT BUNK ROOM -- NIGHT | 4、INT. FISHING BOAT BUNK ROOM -- DAWN -- TIME CUTS | 6、INT. FISHING BOAT BUNK ROOM -- DAY,What does Giancarlo state about his role on the boat?,Giancarlo states that he is just on the boat as an engineer and does not want to get involved.,"He looks at the man with a guarded expression and says he’s just on the boat as an engineer, not wanting to get involved.",character states
34,33、EXT. U.S. EMBASSY COMPOUND -- DAY | 38、INT. U.S. CONSULATE OFFICE HALLWAY -- DAY | 42、INT. U.S. CONSULATE BACK STAIRWAY -- DAY,What happens after Bourne enters the restricted hallway?,An alarm blares as Bourne escapes by climbing the stairs quickly.,"After Bourne moves down the hallway and a bureaucrat reacts, the passage states that Bourne climbs the stairs rapidly while a security alarm screams behind him.",temporal references
35,30、INT. BANK SAFETY DEPOSIT VIEWING ROOM -- DAY,What does the man state about his name and residence after examining the documents?,"He states that his name is Jason Bourne and that he lives at 121, Rue de la Jardin, Paris.","He says, 'My name is Jason Bourne. I live at 121, Rue de la Jardin, Paris.'",character states
36,32、EXT. STREETS OF ZURICH -- DAY -- VARIOUS SHOTS,What happens after Bourne sees the jogging officer?,Bourne leaves the street and vanishes into an unknown area.,"Without hesitation, Bourne leaves the street and vanishes into an unknown area, moving out of sight.",temporal references
37,36、INT. U.S. CONSULATE -- VISA ROOM -- DAY | 37、INT. U.S. CONSULATE LOBBY -- DAY | 36、INT. U.S. CONSULATE -- VISA ROOM -- DAY,What does Bourne state about his citizenship when questioned by the clerk?,"Bourne states that he is a U.S. citizen, but hesitates and says he thinks so before confirming.","He pauses, then says yes, but hesitates and corrects himself, saying he thinks so. She presses him, demanding a definite answer. He confirms he is.",character states
