id,scene,question,answer,evidence,qa_type
11,27、EXT. A LOCAL BATTING CAGE DAY,"In [27、EXT. A LOCAL BATTING CAGE DAY], What does Crash think about his 227 minor league home runs?",He considers it a dubious honor.,"CRASH: 'home runs in the minors would be a dubious honor, if ya think about it.'",character states
12,33、EXT. DURHAM BASEBALL STADIUM -- SHORT TIME LATER,Why does Nuke want to throw the heater?,To announce his presence with authority.,NUKE: 'I wanta throw the heater to announce my presence with authority.',causal/relational queries
13,29、INT. ANNIE'S BEDROOM -- DAY,What does Annie say about listening to women during intimacy?,Don't ever listen to a woman when she's making love. They'll say the strangest things.,ANNIE: 'Don't ever listen to a woman when she's making love. They'll say the strangest things.',dialogue/beliefs
14,19、INT. ANNIE'S LIVING ROOM -- NIGHT,"In [19、INT. ANNIE'S LIVING ROOM -- NIGHT], What behavioral state does Crash exhibit when speaking about his beliefs?",Aloof and passionate,"He stops, and speaks with both aloofness and passion.",character states
15,41、INT. THE BUS -- MORNING,Why does Crash dislike Nuke?,Because Nuke doesn't respect himself or the game,You don't respect yourself... you don't respect the game -- and that's my problem.,causal/relational queries
16,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,"In [20、INT. ANNIE'S BEDROOM -- MOMENTS LATER], What is Annie's behavioral state during the interaction with Ebby?",She is instructive and controlling.,"No, no, no. Put it back on and take it off slowly.",character states
17,34、INT. LOCKER ROOM -- NIGHT,Why does Skip throw bats into the shower?,To enforce a rule requiring players to leave the shower within ten seconds to avoid a fine.,SUDDENLY SKIP STEPS INTO THE SHOWER... Anybody not outta the shower in ten seconds gonna get fined a hundred bucks.,causal/relational queries
18,37、EXT. STADIUM PARKING LOT -- DAWN,What effect does Annie believe the panties will have on Nuke's pitching?,They will help him pitch better by changing his mindset.,ANNIE: 'They'll fit snugly against your balls... you'll start seeing things differently -- plus they'll remind you of me which is better than thinking about those nasty hitters.',causal/relational queries
19,29、INT. ANNIE'S BEDROOM -- DAY,What does Nuke say he wanted to be?,The host of Dance Fever.,"NUKE: 'I wanted to be the host of Dance Fever, somethin' like that...'",dialogue/beliefs
20,7、INT. THE DUGOUT,What is the function of 'CLOSE ON' in the passage?,Highlights a specific subject or object within a scene.,CLOSE ON ANOTHER PLAYER,terminology/abbreviation/concept
21,47、EXT. GREENSBORO BALLPARK DAY,What causes the scene to cut after the batter swings?,The batter's swing causes the scene transition.,"The batter swings, and: CUT TO:",causal/relational queries
22,17、EXT. THE PARKING LOT -- NIGHT,When does Crash hit Ebby?,After Ebby charges him,"EBBY IS ENRAGED -- HE CHARGES CRASH, lunging at him. Crash LASHES OUT A SHORT LEFT",temporal references
23,41、INT. THE BUS -- MORNING,Why does Skip tell the others to shut up?,To stop the cacophony from the dueling tape decks,DUELING TAPE DECKS. C & W going head to head with R & B. A cacophony.,causal/relational queries
24,3、EXT/INT. THE DURHAM BULL DUGOUT -- NIGHT,What does Larry do with the red man chewing tobacco and bubble gum?,"Rolls tobacco into bubble gum, folds corners, and tucks it neatly","LARRY ROLLS SOME RED MAN CHEWING TOBACCO into a slab of pink bubble gum, carefully folding the corners, tucking it neatly together",detailed description
25,35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,What caused Bobby's wife to think he'll be in a terrible mood?,He went hitless again.,Bobby went hitless again. He's gonna be in a terrible mood...,causal/relational queries
26,30、EXT. DURHAM BASEBALL PARK -- DUSK,Why is Nuke on a pay phone?,To contact his father.,NUKE Hello? Dad? This is Ebby.,causal/relational queries
27,19、INT. ANNIE'S LIVING ROOM -- NIGHT,"In [19、INT. ANNIE'S LIVING ROOM -- NIGHT], What is Ebbby's emotional state during the conversation?",Nervous,"Ebby is clearly more nervous than Crash, who's been in some strange rooms in his minor league career.",character states
28,58、INT. THE KINGSTON HOTEL ROOM -- NIGHT,What does Mickey believe about the champagne?,He expects it to be 'serious shit' for the price.,MICKEY: For seven bucks it better be some serious shit.,dialogue/beliefs
29,25、INT. DURHAM BULLS LOCKER ROOM -- DAY,"In [25、INT. DURHAM BULLS LOCKER ROOM -- DAY], What is Ebbys' physical condition when he enters the locker room?",He looks trashed.,EBBY ENTERS THE LOCKER ROOM -- He looks trashed.,character states
30,23、EXT. DOWNTOWN DURHAM -- NIGHT,"In [23、EXT. DOWNTOWN DURHAM -- NIGHT], What is Crash's emotional state during batting practice?",Intense concentration,CLOSE ON CRASH'S EYES -- Studying the 'pitches' with intense concentration,character states
31,11、INT. THE DUGOUT,"In [11、INT. THE DUGOUT], What is Skip's behavioral state when he speaks to Larry?",Mumbling flatly,mumbles flatly to Larry,character states
32,32、EXT. THE BULLPEN -- CONTINUOUS,"In [32、EXT. THE BULLPEN -- CONTINUOUS], What role does Jose claim to have?",A switch-hitting witch,JOSE I'm a switch hitting witch. Very common in Puerto Rico.,character states
33,43、INT. DURHAM RADIO STATION -- DAY,Why does Teddy punch a cassette after the assistant's note?,To trigger a crowd roar sound effect,PUNCHES A CASSETTE -- A crowd roars.,causal/relational queries
34,58、INT. THE KINGSTON HOTEL ROOM -- NIGHT,What does Deke say about the champagne?,He spent a day's meal money and demands it be good.,"DEKE: Par--ty! I blew a whole day's meal money for this champagne seven dollars, man, it better be good.",dialogue/beliefs
35,43、INT. DURHAM RADIO STATION -- DAY,What causes Teddy to hit the jar with a mallet?,To create the sound of a ball hitting the bat,TEDDY HITS A TINY MALLET against a jar. Thunk. The sound of ball hitting bat.,causal/relational queries
36,28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,"In [28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS], What is Annie's behavioral state as depicted in the passage?",Biting her fist,ANNIE BITES HER FIST watching Crash leave.,character states
37,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT | 20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,What does Annie state about Ebby's back?,Annie states that Ebby has a nice back.,Annie says he has a nice back.,character states
38,41、INT. THE BUS -- MORNING | 17、EXT. THE PARKING LOT -- NIGHT | 25、INT. DURHAM BULLS LOCKER ROOM -- DAY,What does Crash state about how Ebby's appearance affects the way others perceive him?,"Crash states that Ebby's sloppy appearance makes him look like a slob because he hasn't yet achieved success in the major leagues, and that only after winning twenty games would such behavior be seen as character rather than carelessness.","He says if Ebby wins twenty games in the major leagues, then he can afford to be sloppy, because people will see it as character. Until then, it just makes him look like a slob.",character states
39,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,Why does Annie invite both Ebby and Crash to her place after their confrontation?,"Annie invites both Ebby and Crash to her place because she mocks their rivalry and chooses to include them both in a playful, unifying gesture.","Annie teases them about their fight, commenting on their bond with a playful tone, and then invites both of them to come to her place.",causal/relational queries
40,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT,Why does Annie invite both Ebby and Crash to her place after their confrontation?,Annie invites both Ebby and Crash to her place to defuse the tension after their confrontation and to playfully engage with their rivalry.,"Annie teases them about their fight, commenting on their bond with a playful tone, and then invites both of them to come to her place.",causal/relational queries
41,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 14、INT. THE BULL LOCKER ROOM -- NIGHT,What does Crash Davis state about the word 'mature' when told he is expected to help develop a young pitcher?,Crash Davis states that 'mature' is not a verb.,"Crash responds that 'mature' isn’t a verb, but the decision is already made.",character states
42,3、EXT/INT. THE DURHAM BULL DUGOUT -- NIGHT | 4、INT. THE DURHAM CLUBHOUSE -- NIGHT | 13、INT. THE PRESS BOX,Why does Skip fine Ebby a hundred dollars before his debut game?,"Skip fines Ebby because he is unprepared and not warmed up for his professional debut, which Skip views as a serious and important occasion.","Skip responds by fining him a hundred dollars, reminding him this is his professional debut and that others would do anything to be in his position.",causal/relational queries
43,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER | 22、INT. ANNIE'S BEDROOM -'CONTINUOUS NIGHT,What does Annie state about Walt Whitman when Ebby asks who he plays for?,Annie states that Walt Whitman sort of pitches for the Cosmic All-Stars.,"Annie says, 'He sort of pitches for the Cosmic All-Stars,' when Ebby asks who Walt Whitman plays for.",character states
44,4、INT. THE DURHAM CLUBHOUSE -- NIGHT | 35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,What does Millie state about her presence in the locker room when Skip threatens to ban her?,Millie states that Skip cannot ban her from the locker room because her father donated the scoreboard.,"Millie responds by pointing out that her father donated the scoreboard, and if Skip bans her, her father might take it back.",character states
45,26、EXT. DURHAM BALLPARK -- GAME IN PROGRESS -- DAY | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about Annie's understanding of hitting by his actions after receiving her note?,"Crash demonstrates that he values Annie's understanding of hitting by carefully reading her note and writing a personal reply, despite Deke's sarcasm.","Crash glances at the note, then hands it back, signaling for the bat boy to read it aloud. The bat boy reads Annie's message, which points out flaws in Crash's swing mechanics. Deke, sitting nearby, makes a sarcastic comment about Annie knowing so much about hitting. Crash ignores the tease, takes the pen from the lineup card, and writes a personal reply to Annie.",character states
46,17、EXT. THE PARKING LOT -- NIGHT | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about his identity after knocking Ebby down?,"Crash states that he is Crash Davis, the new catcher.","Looking down, Crash says, 'I'm Crash Davis. Your new catcher.'",character states
47,14、INT. THE BULL LOCKER ROOM -- NIGHT | 17、EXT. THE PARKING LOT -- NIGHT | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about himself after knocking Ebby down?,Crash states that he is Ebby's new catcher.,"Looking down, Crash says, 'I'm Crash Davis. Your new catcher.'",character states
48,2、EXT. THE CHURCH -- DURHAM BASEBALL PARK -- DUSK | 42、EXT. WINSTON-SALEM BASEBALL STADIUM -- DAY,Why does Max Patkin perform his comedic routine at home plate and third base?,Max Patkin performs his comedic routine at home plate and third base to entertain the crowd and engage both the audience and players during the event.,"He launched into his routine, dancing in time with the music and drawing laughter from the growing crowd; Patkin continues his antics in full view, playing to the crowd and the players as the game unfolds around him.",causal/relational queries
49,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 17、EXT. THE PARKING LOT -- NIGHT | 19、INT. ANNIE'S LIVING ROOM -- NIGHT,Why does Ebby confront Crash after he walks out?,Ebby confronts Crash because he is insulted when Crash refers to him as a 'boy' and wants to assert himself in response to the perceived disrespect.,"After Crash walks out, Ebby steps forward and demands to know who Crash is calling a 'boy.'",causal/relational queries
50,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER | 22、INT. ANNIE'S BEDROOM -'CONTINUOUS NIGHT,What does Annie state about continuing the activity when Ebby asks about having sex?,Annie indicates that they are not going to have sex by hushing Ebby and continuing to read from Walt Whitman’s poem.,Ebby asks if they are going to have sex. Annie hushes him gently and keeps reading from Walt Whitman’s poem.,character states
51,35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,Why does Bobby's wife expect Bobby to be in a terrible mood after the game?,Bobby's wife expects him to be in a terrible mood because he went hitless again during the game.,"Bobby's wife sighs, saying Bobby went hitless again and will be in a terrible mood.",causal/relational queries
