id,scene,question,answer,evidence,qa_type
13,45 影棚 内 日,李姐在给小明化妆时有何异常表现？,叼着烟不耐烦,李姐叼着烟不耐烦的给小明化妆,detailed description
14,22 大厅 内 夜,"在[22 大厅 内 夜]中, 小妹为什么委屈？",因为被二哥赶开,小妹委屈的走开,character states
15,36 篮球场 内 日,穿9号球衣的男生做了什么？,一拳打向滑头的肚子,男生: 哎呀，同学嘛，吵什么架呢？说完一拳打向滑头的肚子。,detailed description
16,32 台球室 内 日,光头在山东旁边做什么？,倒水，犹豫后递给山东,光头在山东旁边倒水，刚想喝，犹豫了一下递给山东。,detailed description
17,39 教室 内 日,老师让小四站着是在什么时候？,当小四说不知道谁开汽水时,老师: 那看什么看啊？谁？哪一个？小四: 我又没看到。老师: 好。你不讲就你啊，你就给俺站着吧。,temporal references
18,37 操场 外 日,小虎说'上课啦'是在什么时候？,在黑色球衣男踢倒滑头之后,小虎: 上课啦！,temporal references
19,35 飞机家 内 日,滑头如何离开房间？,装作没事人的样子走了出去,滑头装作没事人的样子走了出去,detailed description
20,43  家 外 夜,妈的手表什么时候不见了？,中午做饭时还在，晚上要戴就没有了,四儿：我中午做饭的时候还在，晚上要戴就没有了。,temporal references
21,10 教学楼 内 夜 | 11 教室 内 夜,滑头在用砖头打倒白衣男孩之后，通过什么行为表现出他既想维持威慑又不愿完全显露情绪的状态？,滑头在打倒男孩后先是背身走开又停下命令他起来，随后拍了拍他的头用玩笑语气说话，再低声发出警告，表现出一种刻意保持距离但又控制场面的态度。,滑头打倒男孩后背对走开又停下说‘起来’，随后拍他的头语气像开玩笑，再低声警告他不准再进小公园，否则见一次打一次。,character states
22,46 办公室 内 日 | 47 办公室 内 | 49 杂货铺 内 日 | 48 路上 外 日,小四在父亲与主任争执时站在一旁，他的情绪状态如何？,小四感到无助和压抑，虽然没有说话，但内心对不公正的处罚感到不满。,小四一直站在旁边，没有说话，只是静静地看着两人争论。,character states
23,33 路上 外 夜 | 49 杂货铺 内 日 | 48 路上 外 日,小四在被父亲拉出杂货铺后，向父亲表达了对谁的担忧？,小四表达了对母亲知道他被记过后的反应的担忧。,小四对爸爸说他并不生气被记过，只是在担心妈妈知道了会有什么反应。,character states
24,13 家 外 日 | 33 路上 外 夜 | 48 路上 外 日,小四在和爸爸一起推车回家时，内心主要担忧的是什么？,小四主要担忧妈妈知道他被记过之后会怎样，同时也替爸爸感到担心。,小四表示自己不是在生闷气，而是在担心妈妈知道后的反应，也担心爸爸，爸爸回应说妈妈这些年一直提心吊胆。,character states
25,28 学校 外 日 | 40 车棚 内 夜,导演为什么决定让小明来试镜而不是继续使用原来的女演员？,因为导演认为原来的女演员年纪太大且态度傲慢，不适合扮演少女角色，而小明年纪小，符合角色要求。,导演抱怨戏该找小女孩演，三十多岁演少女还摆架子，随后询问小明年级并安排试镜。,causal/relational queries
26,29 影棚 外 日 | 31 路上 外 日 | 29 影棚 外 日 | 41 影棚 外 夜,小明在考虑是否参加试镜时表现出怎样的心理状态？,小明表现出犹豫和担忧的心理状态，因为她担心参加试镜会让男朋友不高兴。,小明提到她担心男朋友知道她去试镜会不高兴，因此对是否参与试镜感到迟疑。,character states
27,42 小四家 内 夜 | 43  家 外 夜,二哥为什么选择当掉母亲的手表来解决债务问题？,因为二哥欠了同学四百块钱，急需还钱脱身，而他觉得母亲不常戴手表，暂时不会被发现。,二哥承认因欠同学四百块而当掉手表，原本以为母亲不常戴，不会被发现。,causal/relational queries
28,34 小四家 内 日 | 35 飞机家 内 日,滑头为什么在向飞机要钱后选择离开而没有继续纠缠？,因为滑头看到飞机的父亲正在房间里健身，意识到无法要到钱，于是放弃并离开。,滑头看到飞机的父亲在房间健身，觉得情况不对，骂了一句后装作没事人一样走了。,causal/relational queries
29,14 篮球场 内 日 | 15 训导处 内 日,小猫在听到广播宣布棒球棒必须登记后表现出怎样的心理状态？,小猫表现出心虚和紧张的心理状态。,小猫听到广播后低着头悄悄离场，显示出回避和不安的反应。,character states
30,43  家 外 夜,二哥在被大姐质问时，表达了怎样的担忧和心理状态？,二哥表现出焦虑和害怕，他担心不还钱会与小公园的人起更大冲突，也以为母亲不常戴手表，不会被发现。,二哥解释因赌输欠钱，怕不还会有麻烦，且以为母亲不常戴表，不会被发现。,character states
31,26 卫生部 内 日 | 27 路上 外 日 | 28 学校 外 日,小四在陪小明离开影棚时表现出怎样的心理状态？,小四表现出谨慎和警觉的心理状态，他主动选择从隐蔽处离开，并在导演叫住小明时停下脚步回望，显示出对周围环境的关注和对小明的照看。,小四从影棚上方的隐蔽处走开，导演叫住小明时他停下脚步回望,character states
32,38 房间 内 夜 | 43  家 外 夜,为什么大姐在得知二哥当掉母亲的手表后，坚持要他立即赎回并编造去买书的借口？,因为大姐担心母亲发现手表被当掉后会发火，所以要求二哥立刻赎回，并用去买《空中英语教室》的书作为借口来隐瞒真相。,大姐担心母亲发现后会发火，因此让二哥赶紧赎回手表，并编造去买书的借口以避免被母亲察觉。,causal/relational queries
33,48 路上 外 日 | 49 杂货铺 内 日 | 48 路上 外 日,小四在被父亲拉出杂货铺后，内心主要处于什么样的心理状态？,小四内心充满愤怒和委屈，但仍然选择顺从父亲离开。,小四听到胖叔嘲讽后怒气冲冲想动手，被父亲拉走时回头瞪着胖叔，显示愤怒未消，但他没有挣脱，表现出克制与顺从。,character states
34,26 卫生部 内 日 | 31 路上 外 日 | 29 影棚 外 日,小明在检查结束后表现出怎样的心理状态？,小明表现出独立和自信的心理状态，他坚持自己能够行走并独自返回教室，拒绝了他人帮助。,小明表示自己可以走，并独自慢慢离开房间，拒绝了小四的护送。,character states
35,8 学校 外 夜,为什么三角裤只肯赌一块钱导致被众人嘲笑？,因为众人认为赌一块钱数额太小，显得他小气，而且怀疑他即使输了也不会认账，因此嘲笑他。,肉弹笑他一块钱也好意思打赌，并说他输了不会认账；小四附和说他小气又赖皮，引发众人起哄。,causal/relational queries
