id,scene,question,answer,evidence,qa_type
11,43、INT. CINDER BLOCK BAR - NIGHT,"In [43、INT. CINDER BLOCK BAR - NIGHT], What is Danny's behavioral state while Kujo speaks?",Not listening and appears exhausted.,Kujo rambles on but Danny isn't listening. He looks exhausted.,character states
12,48、INT. HALLWAY - DAY (FLASH FORWARD),"In [48、INT. HALLWAY - DAY (FLASH FORWARD)], What is Creeper's behavioral state?","Asleep in the elevator, then wakes and assumes a karate stance.","Creeper still fast asleep inside the elevator. He wakes with a start, breaking down into a karate stance.",character states
13,34、INT. BARE APARTMENT - NIGHT,What does the kid say about the traceability of his weapons?,All guaranteed stolen and traceable only to their original owners.,"He is squeezed into a terry-cloth jumpsuit, his body festooned with gold jewelry, his hair all wet jerry-curl.",dialogue/beliefs
14,37、INT. RESIDENTIAL HOTEL ROOM - NIGHT,How does the dude speak after the loud smack?,"In hushed tones, contrite","The dude talking in hushed tones, contrite",dialogue/beliefs
15,32、INT. CINDER BLOCK BAR - SAME,What causes Jimmy's condition?,"His brain is in reverse mode, cutting off dopamine supply.",Your brain is in reverse mode ... cutting off your supply of dopamine.,causal/relational queries
16,41、INT. POOH-BEARS HOUSE - DAY,"In [41、INT. POOH-BEARS HOUSE - DAY], What is Danny's behavioral state when he accepts the eggs?",Hesitant but compliant,"Not wanting to offend him, Danny concedes.",character states
17,49、INT. CINDER BLOCK BAR - NIGHT,Why must the courier comply with the demands?,Because of superior numbers and high-tech weapons.,"Facing superior numbers and an array of high-tech weapons, the courier will have no choice but to comply with our demands.",causal/relational queries
18,55、INT. RESIDENTIAL HOTEL - NIGHT (LATER),What effect does Colette's appearance have on Danny?,It makes him feel like he should get involved.,That face. Those eyes. Everything about her says 'Get involved.',causal/relational queries
19,43、INT. CINDER BLOCK BAR - NIGHT,"In [43、INT. CINDER BLOCK BAR - NIGHT], What is Danny's physical condition?","Exhausted, with a pinched face and bags under his eyes.","He looks exhausted, his face is pinched, there are bags under his eyes.",character states
20,55、INT. RESIDENTIAL HOTEL - NIGHT (LATER),Why is Colette sobbing?,She was kicked out by her boyfriend Quincey.,"COLETTE: Quincey, my boyfriend... he kicked me out.",causal/relational queries
21,26、INT. RESIDENTIAL HOTEL ROOM - NIGHT,"In [26、INT. RESIDENTIAL HOTEL ROOM - NIGHT], Who is pictured in the photo inside the trumpet case?",A woman with a self-conscious smile.,A PHOTO OF A WOMAN taped to the inside of the lid. A self-conscious smile on her face like she's uncomfortable with having her picture taken.,objects/props
22,28、INT. RESIDENTIAL HOTEL ROOM - NIGHT,What does Danny say at the vanity?,"Okay, we'll stay. We'll stay.","DANNY (at the vanity, whispering) Okay, we'll stay. We'll stay.",dialogue/beliefs
23,33、EXT. STREET - NIGHT,"In [33、EXT. STREET - NIGHT], What is Danny's emotional state when the red car passes him?",He is trying to remain calm.,Danny plays it cool. Keeps walking.,character states
24,9、INT. KITCHEN - NIGHT,"In [9、INT. KITCHEN - NIGHT], What emotional state does Danny express when he says 'Oh-oh'?",Alarmed,DANNY (cont'd) Oh-oh.,character states
25,6、EXT. TRUCK STOP PARKING LOT - NIGHT,When did the government crack down according to Danny's narration?,By the late 60's,By the late 60's the government finally cracked down and sent the whole thing underground.,temporal references
26,15、EXT. CHEAP MOTEL ROOM - DAY,What happens to the door when the spears strike?,"Two spears plunge through the cheap door, stopping inches from Danny's head.","WHAP, WHAP! Two spears plunge through the cheap door, stopping inches from Danny's head.",detailed description
27,30、EXT. CEMETERY - NIGHT,What does Danny claim about the painting's quality?,It's downright classy is what it is,DANNY It's downright classy is what it is.,dialogue/beliefs
28,7、INT. TRACTOR-TRAILER - NIGHT,How is the trucker gripping the wheel?,Gripping the wheel with a death-grip,The trucker gripping the wheel with the same death-grip as the Kamikaze.,detailed description
29,4、INT. HOUSE - DAY,What action does the housewife perform repeatedly on the floor?,She attacks the same spot over and over again,"She attacks the same spot over and over again, one hand clutching the vacuum",detailed description
30,45、INT. CINDER BLOCK BAR - NIGHT,"In [45、INT. CINDER BLOCK BAR - NIGHT], How is Colette feeling during the kiss?",Not enjoying it,She obviously isn't enjoying it.,character states
31,33、EXT. STREET - NIGHT,"In [33、EXT. STREET - NIGHT], What action does Danny take to avoid detection by the red car?",He squeezes behind a dumpster.,"Danny squeezed behind a dumpster, watching.",character states
32,41、INT. POOH-BEARS HOUSE - DAY,"In [41、INT. POOH-BEARS HOUSE - DAY], What is Pooh-Bear's emotional state when he insists on Danny tasting the eggs?",Friendly and persistent,Pooh-Bear winks and shovels some more down.,character states
33,32、INT. CINDER BLOCK BAR - SAME,Why does Danny need cash?,He needs to leave town.,I need to leave town and I find myself in dire need of some cash.,causal/relational queries
34,22、EXT. PARK - NIGHT,"In [22、EXT. PARK - NIGHT], What emotional state does Danny express when warning Tanner?",Concerned about the kid,"Danny says, 'I'm worried about the kid.'",character states
35,46、INT. HALLWAY - DAY (FLASH FORWARD) | 48、INT. HALLWAY - DAY (FLASH FORWARD) | 49、INT. CINDER BLOCK BAR - NIGHT,Why does the courier comply with Kujo's demands?,The courier complies because they are surrounded by armed opponents with no way out.,"KUJO steps forward, voice steady, and states that with no way out and armed opponents on all sides, the courier will now comply with their demands.",causal/relational queries
36,47、INT. CINDER BLOCK BAR - NIGHT | 48、INT. HALLWAY - DAY (FLASH FORWARD) | 49、INT. CINDER BLOCK BAR - NIGHT | 50、INT. HALLWAY - DAY (FLASH FORWARD),Why does the courier comply with Kujo's demands?,The courier complies because they are surrounded with no way out and face armed opponents on all sides.,"KUJO steps forward, voice steady, and states that with no way out and armed opponents on all sides, the courier will now comply with their demands.",causal/relational queries
37,43、INT. CINDER BLOCK BAR - NIGHT | 45、INT. CINDER BLOCK BAR - NIGHT | 47、INT. CINDER BLOCK BAR - NIGHT,What does Danny observe about Colette's reaction when her boyfriend kisses her?,Danny observes that Colette does not seem to enjoy the kiss from her boyfriend.,Danny sees Colette's boyfriend kissing her roughly and notices she doesn't seem to enjoy it.,character states
38,12、INT. PARTY HOUSE - NIGHT | 13、EXT. PARTY HOUSE - DAY | 42、INT. VEGA - DAY,What does Jimmy state about his nickname?,Jimmy states that people call him Jimmy the Finn because of his Finnish features.,Jimmy explains it’s because of his features—his face is Finnish.,character states
39,30、EXT. CEMETERY - NIGHT,What does Danny say about the painting on Bubba's truck?,Danny says the painting is downright classy.,"Danny replies, 'It's downright classy is what it is.'",character states
40,19、EXT. ALLEY - NIGHT | 30、EXT. CEMETERY - NIGHT,What does Danny say about the painting on Bubba's truck?,Danny says the painting is downright classy.,"Danny replies, 'It's downright classy is what it is.'",character states
41,46、INT. HALLWAY - DAY (FLASH FORWARD) | 48、INT. HALLWAY - DAY (FLASH FORWARD) | 49、INT. CINDER BLOCK BAR - NIGHT | 50、INT. HALLWAY - DAY (FLASH FORWARD),Why does the courier comply with Kujo's demands?,The courier complies because they are surrounded by armed opponents with no way out.,"KUJO steps forward, voice steady, and states that with no way out and armed opponents on all sides, the courier will now comply with their demands.",causal/relational queries
42,48、INT. HALLWAY - DAY (FLASH FORWARD) | 49、INT. CINDER BLOCK BAR - NIGHT | 50、INT. HALLWAY - DAY (FLASH FORWARD),What does Kujo state about the courier's situation when the teams surround it?,"Kujo states that with no way out and armed opponents on all sides, the courier will now comply with their demands.","KUJO steps forward, voice steady, and states that with no way out and armed opponents on all sides, the courier will now comply with their demands.",character states
43,22、EXT. PARK - NIGHT,Why does Garcetti shove Danny against the car?,Garcetti shoves Danny against the car because he is angry that Danny did not help the child during the earlier incident and views Danny as cowardly and untrustworthy.,"Garcetti confronts Danny, demanding to know why he didn’t help the child during the earlier incident. In response, Garcetti shoves Danny hard against the car, pressing in face-to-face. He calls Danny a coward, a snitch, and a bottom feeder.",causal/relational queries
44,30、EXT. CEMETERY - NIGHT | 32、INT. CINDER BLOCK BAR - SAME | 35、EXT. BAD NEIGHBORHOOD - NIGHT,What reason does Danny give for carrying both a gun and a bulletproof vest?,Danny states that he carries both for personal protection because it is a dangerous world.,"Danny says it's for personal protection, adding that it's a dangerous world.",character states
45,35、EXT. BAD NEIGHBORHOOD - NIGHT | 42、INT. VEGA - DAY | 14、INT. CHEAP MOTEL ROOM - DAY,What does Danny state about the world when asked about carrying a gun and vest?,"Danny states that the world is dangerous, specifically calling it a very dangerous world.","Danny says it's for personal protection, then adds that it's a dangerous world, a very dangerous world.",character states
46,30、EXT. CEMETERY - NIGHT,Why does Danny get into the pickup truck?,Danny gets into the pickup truck because Bubba invites him to get in so they can talk.,"Bubba grins, then tells Danny to get in so they can talk. Danny climbs into the truck, the window rolls up, and the vehicle drives away.",causal/relational queries
47,32、INT. CINDER BLOCK BAR - SAME | 41、INT. POOH-BEARS HOUSE - DAY,What does Pooh-Bear state about the scrambled eggs Danny ate?,"Pooh-Bear states that the scrambled eggs Danny ate were made with cow brains that were store-bought, legal, and harmless.","Pooh-Bear chuckles and tells Danny that the scrambled eggs he just ate were made with the cow brains—store-bought, legal, and harmless.",character states
48,22、EXT. PARK - NIGHT | 29、EXT. DESERTED PARK - NIGHT,Why does Danny react with fear when Garcetti describes the Colombian necktie?,"Danny reacts with fear because Garcetti reveals that Domingo, a man Danny helped imprison, has threatened to use the Colombian necktie on the informant who betrayed him, and Danny realizes he could be the target.","Garcetti says Domingo has threatened to do the Colombian necktie to the informant, and Danny responds by recoiling and saying if Domingo finds out it was him, he’s dead.",causal/relational queries
49,30、EXT. CEMETERY - NIGHT,What does Danny say about the painting on the truck?,Danny says the painting is downright classy.,"Danny replies, 'It's downright classy is what it is,' when commenting on the painting.",character states
