id,scene,question,answer,evidence,qa_type
22,"60、INT. WINDOWLESS CONFERENCE ROOM, BOTTLING COMPANY - DAY","In [60、INT. WINDOWLESS CONFERENCE ROOM, BOTTLING COMPANY - DAY], What is Natalie's behavioral state when handing out packets?",Begrudgingly handing packets,Natalie who we now see begrudgingly HANDING PACKETS,character states
23,69、EXT. WICHITA SECURITIES COMPANY COURTYARD - DAY,What does Ryan say about people's statements?,People say these things all the time. It comes with the trade.,RYAN: People say these things all the time. It comes with the trade.,dialogue/beliefs
24,7、INT. BREAK ROOM - DAY,Why does Ryan claim he isn't working at the current location?,Because he works for another company that lends him out to Steve's boss.,RYAN (V.O.) And that's because I don't work here. I work for another company that lends me out to pussies like Steve's boss...,dialogue/beliefs
25,"42、INT. ELEVATOR, RYAN'S APARTMENT BUILDING - DAY","In [42、INT. ELEVATOR, RYAN'S APARTMENT BUILDING - DAY], What is Ryan's emotional state when discussing his address?",Dead serious.,RYAN (DEAD SERIOUS) I looked into it...,character states
26,56、INT. HOTEL CONFERENCE ROOM - DAY,How does Ryan react to Alex's statement about being 'yourself only with a vagina'?,Ryan lights up and then recovers.,Ryan lights up... This woman fucking rocks. Then recovers.,detailed description
27,"11、INT. LOBBY, PHOENIX HILTON - DAY",What happens after Ryan hands his Hilton Honors Card to the checkout girl?,The checkout girl runs the card and the screen pops up with information that makes her blush.,She runs the card and the screen pops up with information that makes her blush.,temporal references
28,"47、INT. RYAN'S OFFICE, CTC - DAY | 46、INT. CRAIG GREGORY'S OFFICE, CTC - MOMENTS LATER",What does Ryan state about the importance of knowing the reason for his termination?,"Ryan states that the lack of a stated reason for his termination is unacceptable and insists that the 'why' matters, even though he later says the reason does not matter, continuing to press for an explanation.","Ryan rejects the idea that the reason does not matter, insisting that the lack of a stated reason is unacceptable, and continues to press Natalie for one despite saying the 'why' doesn't matter.",character states
29,28、INT. BAR LOUNGE - HOUSTON HILTON - EVENING | 30、INT. HOTEL HALLWAY - NIGHT,What does Ryan state about his collection of old key cards?,Ryan states that he really needs to start throwing away his old key cards.,"He tries a couple more, saying he really needs to start throwing them away.",character states
30,"21、INT. BOEING 757 - DAY | 23、INT. BOEING 757 - DAY | 24、INT. CONCOURSE, DALLAS FORT WORTH AIRPORT - DAY",When do Ryan and the businessman exchange business cards?,Ryan and the businessman exchange business cards after the plane lands and the seatbelt sign turns off.,"The plane taxis to the gate. The seatbelt sign turns off with a soft ding. Ryan and the Businessman hand each other their business cards, slipping them into their pockets.",temporal references
31,"2、INT. BOEING 757 - DAY | 23、INT. BOEING 757 - DAY | 24、INT. CONCOURSE, DALLAS FORT WORTH AIRPORT - DAY",When does Ryan decline the soda offered by the flight attendant?,"Ryan declines the soda while the flight attendant is still offering it during the flight, before landing.","A female flight attendant approaches Ryan and asks, 'Do you want the cancer?' Ryan looks at her, confused. She holds up a can of soda and repeats, 'The can, sir?' Ryan shakes his head slightly and says, 'Oh... No. Um, no thank you.' The flight attendant moves on to the next aisle.",temporal references
32,10、INT. RYAN'S ROOM - PHOENIX HILTON - DAY | 21、INT. BOEING 757 - DAY,What does Ryan observe the businessman do during turbulence?,"Ryan observes the businessman reach down and pull his seat belt tight, pressing his hands into the buckle.","The businessman reaches down and pulls his seat belt tight, his hands pressing into the buckle. Ryan watches him.",character states
33,"46、INT. CRAIG GREGORY'S OFFICE, CTC - MOMENTS LATER",What does Ryan state about the act of firing someone during the termination discussion?,Ryan states that firing someone is the most personal act in a professional setting and cannot be reduced to a scripted exchange.,"Throughout, he insists that firing someone is the most personal act in a professional setting and cannot be reduced to a scripted exchange.",character states
34,"47、INT. RYAN'S OFFICE, CTC - DAY | 46、INT. CRAIG GREGORY'S OFFICE, CTC - MOMENTS LATER",What does Ryan state about the importance of the reason for his termination?,"Ryan states that the 'why' does not matter, but he continues to insist on receiving a reason for his termination.","Ryan insists that the 'why' doesn't matter, but continues to press her for one.",character states
35,15、INT. AMERICAN ADMIRALS CLUB - SAME | 21、INT. BOEING 757 - DAY,What does Ryan do after he frowns at his itinerary in the Admirals Club?,He pulls out his cell phone and dials a number.,"Without hesitation, he pulls out his cell phone and dials a number.",character states
36,48、INT. RYAN'S APARTMENT - DAY | 21、INT. BOEING 757 - DAY,What does Ryan do after seeing the businessman tighten his seat belt during turbulence?,Ryan watches the businessman and then looks out the window at the clouds.,"Ryan watches him, then glances out the window at the shifting clouds.",character states
37,"9、INT. SMALL CONFERENCE ROOM - DAY | 3、INT. SMALL CONFERENCE ROOM, SUN CASUALTY - DAY | 8、INT. STEVE'S BOSS'S OFFICE - DAY",What does Steve state about Ryan when he confronts him after receiving the termination notice?,"Steve asks Ryan who he is, expressing confusion and anger by saying, 'Who the fuck are you?'","The last to arrive is Steve. He stares at Ryan, voice trembling. 'Who the fuck are you?'",character states
38,15、INT. AMERICAN ADMIRALS CLUB - SAME | 21、INT. BOEING 757 - DAY,What does Ryan do after noticing something concerning on his itinerary?,Ryan calls a number on his cell phone.,"As he reads, his expression changes—he frowns at something on the page. Without hesitation, he pulls out his cell phone and dials a number.",character states
39,14、INT. SECURITY - PHOENIX SKY HARBOR INTL AIRPORT - SAME | 15、INT. AMERICAN ADMIRALS CLUB - SAME,What does Ryan state about his upcoming travel plans when he notices an issue while reviewing his itinerary?,Ryan indicates that there is a problem with his upcoming travel plans by frowning at the itinerary and immediately making a phone call to address the issue.,"As he reads, his expression changes—he frowns at something on the page. Without hesitation, he pulls out his cell phone and dials a number.",character states
40,"47、INT. RYAN'S OFFICE, CTC - DAY | 46、INT. CRAIG GREGORY'S OFFICE, CTC - MOMENTS LATER",What does Ryan state about his approach to his work when confronting Craig about the company changes?,"Ryan states that even though the work is harsh, he maintains dignity in how he carries it out.","Ryan insists that despite the harsh nature of their work, he maintains dignity in how he carries it out.",character states
41,"16、INT. ASSISTANT'S DESK, CTC - DAY | 25、INT. BROOKS BROTHERS, DALLAS FORT WORTH AIRPORT - DAY | 26、INT. KARA'S KITCHEN - NIGHT",What does Kevin state about the rental car situation in Kansas City?,"Kevin states that the rental car agency in Kansas City has no full-sized sedans available despite using Ryan's Gold Club status, and they are now offering a Sebring instead.","Kevin enters Ryan Bingham's office and informs him that the rental car agency in Kansas City has no full-sized sedans available, despite his efforts to secure one using Ryan's Gold Club status. He adds that they are now trying to provide a Sebring instead.",character states
42,"49、INT. EPPLEY AIRFIELD, OMAHA - MORNING | 21、INT. BOEING 757 - DAY",What does Natalie say when she meets Ryan at the check-in area?,Natalie says 'What?' when she meets Ryan at the check-in area.,"She reaches him, drops the suitcase with a heavy thud, and looks up. Ryan stares first at the bag, then at her. 'What?' she says.",character states
