scene,question,answer,evidence,qa_type
7、INT. WESTON KITCHEN - DAY,"In [7、INT. WESTON KITCHEN - DAY], What is Johnna's behavioral state when she sees Ivy arrive?",Watching Ivy's arrival without moving towards her,Watches Ivy's arrival through the kitchen window. Makes no motion to go to her,character states
44、INT. VIOLET'S BEDROOM - DAY,"In [44、INT. VIOLET'S BEDROOM - DAY], What does Violet say about her own beauty?",I was beautiful. Not anymore.,VIOLET I was beautiful. Not anymore.,character states
39、INT. BEVERLY'S LINCOLN (MOVING) - AFTERNOON,"In [39、INT. BEVERLY'S LINCOLN (MOVING) - AFTERNOON], What emotional state does Karen describe after her reflection?",She feels she screwed up and needed to change.,"how hard I had screwed it up, where'd I go wrong",character states
54、INT. DINING ROOM - AFTERNOON,What does Charlie believe about parties?,It's not a party until someone spills something.,"CHARLIE: 'Let it go, Mattie Fae. It's not a party until someone spills something.'",dialogue/beliefs
5、INT. BARBARA'S BEDROOM - DAY,Why does Barbara sit up after Jean mentions Aunt Ivy?,To answer the phone call from Aunt Ivy.,New deal. She sits up. CLOSE ON: BARBARA... She gropes for the phone.,causal/relational queries
43、EXT. PAWHUSKA LIQUOR STORE PARKING LOT - AFTERNOON,"In [43、EXT. PAWHUSKA LIQUOR STORE PARKING LOT - AFTERNOON], What is Jean's emotional state when she calls Bill?",Anxious.,An anxious Jean calls after him.,character states
32、INT. RENTAL CAR (MOVING) - EARLY MORNING,"In [32、INT. RENTAL CAR (MOVING) - EARLY MORNING], Where are the emergency vehicles parked?",Around a brush-strewn cove,"The cruiser slows, pulls through a pipe gate and over a cattle-crossing, heads for a small collection of emergency vehicles parked around a brush-strewn cove.",scene localization
32、INT. RENTAL CAR (MOVING) - EARLY MORNING,"In [32、INT. RENTAL CAR (MOVING) - EARLY MORNING], Where does the Sheriff wait by a covered body?",At the water's edge on a cracked concrete boat ramp,"The sisters climb out, follow him to the water's edge. Jean waits a moment, then steps out of the car. Watches her father lead her mother down the small cracked concrete boat ramp to where the Sheriff waits by a covered body.",scene localization
35、INT. THE STERILE ROOM - DAY,"In [35、INT. THE STERILE ROOM - DAY], What is the condition of Beverly's arm?",It is limp and greyish.,"His limp, greyish arm is guided into a starched white shirt-sleeve.",character states
1、INT. BEVERLY'S DIMLY LIT STUDY - TWILIGHT,How does Beverly handle the whiskey during the conversation?,"Nurses a glass of whiskey, with staggered delivery due to careful selection of words","Nurses a glass of whiskey, his staggered delivery due more to his careful selection of words than drunkenness.",detailed description
8、INT. THE WESTON HOUSE - DAY,"In [8、INT. THE WESTON HOUSE - DAY], Where does Ivy enter after the dark house?",the open door of her father's study,Steps into the open door of her father's study.,scene localization
"6、INT/EXT. WESTON HOUSE (PAWHUSKA, OKLAHOMA) - DAY","In [6、INT/EXT. WESTON HOUSE (PAWHUSKA, OKLAHOMA) - DAY], How would you describe Ivy Weston's personality?","Shy, soft-spoken, and expert at hiding her attractiveness.","shy and soft-spoken, attractive enough but expert at hiding it",character states
9、INT/EXT. CHARLIE'S CADILLAC/WESTON HOUSE - DAY,What does Charlie believe about burning a man's books?,You don't burn a man's books.,CHARLIE You don't burn a man's books.,dialogue/beliefs
18、INT. THE ATTIC BEDROOM - TWILIGHT,"In [18、INT. THE ATTIC BEDROOM - TWILIGHT], Where is Johnna when Jean knocks on the door?",In the small ascetic attic room,Finds Johnna on her bed in the small ascetic attic room,scene localization
